FlightKey,ReceiveTime,MessageType,FlightNo,New_FlightNo,CraftType,New_CraftType,RegNo,New_RegNo,DepAirport,ArrAirport,New_Destination,New_Alternate_1,New_Alternate_2,New_Departure_Time,New_Route,New_Mission_STS,RawMessage
2025-08-25_CQH6477_ZLXY_ZWYN,2025-08-25 09:39:44,FPL,CQH6477,,A20N,,B32FM,,ZLXY,ZWYN,,,,,,,"(FPL-CQH6477-IS
-A20N/M-SDE3FGHIM3RWYZ/LB1
-ZLXY0510
-K0850S0920 TEBIB W541 OVKAB W94 XFG W213 APESU W197 ANDIM B215 
IBANO G470 AKLAS W192 FKG A368 P221 H73 KLM H69 P165 H70 YNN
-ZWYN0351 ZWBL ZWKC
-PBN/A1B1C1D1L1O1S2 NAV/RNP2 REG/B32FM EET/ZWUQ0158 SEL/CRBQ
 CODE/781FF0 
RALT/ZLIC ZWTL ZWWW RMK/TCAS ADSB)"
2025-08-25_CSN6936_ZLXY_ZJSY,2025-08-25 09:49:29,DLA,CSN6936,,,,,,ZLXY,ZJSY,,,,0250,,,(DLA-CSN6936-ZLXY0250-ZJSY-DOF/250825)
2025-08-25_CSN8919_ZJSY_ZLXY,2025-08-25 10:01:22,DLA,CSN8919,,,,,,ZJSY,ZLXY,,,,0530,,,(DLA-CSN8919-ZJSY0530-ZLXY-DOF/250825)
2025-08-25_CCA9836_ZLXY_ZSPD,2025-08-25 10:29:07,DLA,CCA9836,,,,,,ZLXY,ZSPD,,,,0430,,,(DLA-CCA9836-ZLXY0430-ZSPD-DOF/250825)
2025-08-25_AIQ589_ZLXY_VTBD,2025-08-25 10:50:43,FPL,AIQ589,,320,,HSBBE,,ZLXY,VTBD,,,,,,,"(FPL-AIQ589-IS
-A320/M-SDFGHIRWYZ/LB1
-ZLXY1450
-K0843S1100 NSH G212 LUVEN/K0841S1130 G212 BOPTU/K0834S1100 G212 
SGM A581 BIDRU/K0842S1130 A581 SAGAG/N0453F380 B218 LPB B346 
NOBER DCT NAKON
-VTBD0326 VTBS VTBU
-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DOF/250825 REG/HSBBE EET/ZPKM0037
 VLVT0215 
VTBB0244 SEL/KQHP CODE/880845 RMK/TCAS II EQUIPPED)"
2025-08-25_CSN6936_ZLXY_ZJSY,2025-08-25 10:58:01,DLA,CSN6936,,,,,,ZLXY,ZJSY,,,,0350,,,(DLA-CSN6936-ZLXY0350-ZJSY-DOF/250825)
2025-08-25_CSZ9205_ZGSZ_ZLXY,2025-08-25 11:17:17,FPL,CSZ9205,,320,,B6691,,ZGSZ,ZLXY,,,,,,,"(FPL-CSZ9205-IS
-A320/M-SDE2E3FGHIRWZ/LB1
-ZGSZ0610
-M078S0980 MIPAG W21 NUSLA W22 TEPID W24 OSNOV G586 QP B330 
SJG/M078S0950 W102 SHX
-ZLXY0217 ZLIC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250825 REG/B6691 EET/ZHWH0125
 ZLHW0147 
SEL/JQAF CODE/780666 PER/C RMK/TCAS CATII300 LVTO200 AOC PHONE
 008675527777352)"
2025-08-25_CSN8919_ZJSY_ZLXY,2025-08-25 11:23:28,DLA,CSN8919,,,,,,ZJSY,ZLXY,,,,0700,,,(DLA-CSN8919-ZJSY0700-ZLXY-DOF/250825)
2025-08-25_CCA8326_ZLXY_ZSPD,2025-08-25 12:01:14,DLA,CCA8326,,,,,,ZLXY,ZSPD,,,,0600,,,(DLA-CCA8326-ZLXY0600-ZSPD-DOF/250825)
2025-08-25_CBJ5176_ZLXY_ZJSY,2025-08-25 12:22:43,DLA,CBJ5176,,,,,,ZLXY,ZJSY,,,,0820,,,(DLA-CBJ5176-ZLXY0820-ZJSY-DOF/250825)
2025-08-25_CDC8154_ZWSH_ZLXY,2025-08-25 12:31:26,FPL,CDC8154,,A21N,,B32JX,,ZWSH,ZLXY,,,,,,,"(FPL-CDC8154-IS
-A21N/M-SDE1FGHIM3RWY/LB2
-ZWSH0910
-K0848S0950 KHG W176 MAGIV W187 TUSLI W112 VIKUP W191 DNC W565 BIGUX
 
W214 HO
-ZLXY0331 ZHLY
-PBN/A1B1C1D1L1O1S2 DOF/250825 REG/B32JX EET/ZLHW0140 SEL/DMPQ
 CODE/7821AE 
OPR/ZHEJIANGLOONGAIR RALT/ZLDH ZLXY RMK/CAT II ACAS II AOC TEL
 057182352500 
OR 057181689590)"
2025-08-25_CGN8412_ZGCJ_ZLXY,2025-08-25 13:35:16,DLA,CGN8412,,,,,,ZGCJ,ZLXY,,,,1000,,,(DLA-CGN8412-ZGCJ1000-ZLXY-DOF/250825)
2025-08-25_CES9924_ZSYT_ZLXY,2025-08-25 13:58:49,FPL,CES9924,,319,,B6461,,ZSYT,ZLXY,,,,,,,"(FPL-CES9924-IS
-A319/M-SDE1E2E3FGHIJ3J4J5M1P2RWY/LB1D1
-ZSYT1450
-K0870S0720 HCH W4 OMLIX W4 SHX
-ZLXY0148 ZHCC
-PBN/A1B1C1D1L1O1S2 SUR/260B RSP180 DOF/250825 REG/B6461
 EET/ZHWH0044 
ZLHW0122 SEL/CMFK CODE/780CA8 RMK/TCAS II CAT II APPROVED)"
2025-08-25_CSZ9207_ZGSZ_ZLXY,2025-08-25 14:07:50,FPL,CSZ9207,,738,,B7750,,ZGSZ,ZLXY,,,,,,,"(FPL-CSZ9207-IS
-B738/M-SDE2E3FGHIRWZ/LB1
-ZGSZ1015
-M078S0980 MIPAG W21 NUSLA W22 TEPID W24 OSNOV G586 QP B330 
SJG/M078S0950 W102 SHX
-ZLXY0221 ZBYC
-PBN/A1B1C1D1L1O1S2T1 NAV/ABAS DOF/250825 REG/B7750 EET/ZHWH0125
 ZLHW0147 
SEL/LQAD CODE/780FD2 PER/C RMK/TCAS CATII300 LVTO200 AOC PHONE
 008675527777352)"
2025-08-25_CQH6478_ZWYN_ZLXY,2025-08-25 14:29:23,FPL,CQH6478,,A20N,,B32FM,,ZWYN,ZLXY,,,,,,,"(FPL-CQH6478-IS
-A20N/M-SDE3FGHIM3RWYZ/LB1
-ZWYN1055
-K0850S0890 YNN J351 NLT A343 POSOT B215 FKG W192 ESDEX W191 DNC 
W565 BIGUX W214 HO
-ZLXY0320 ZHLY ZLIC
-PBN/A1B1C1D1L1O1S2 NAV/RNP2 REG/B32FM EET/ZLHW0130 SEL/CRBQ
 CODE/781FF0 
RALT/ZLIC ZWBL ZWTL RMK/TCAS ADSB)"
2025-08-25_TGW134_WSSS_ZLXY,2025-08-25 15:04:14,FPL,TGW134,,320NEO,,9VTNF,,WSSS,ZLXY,,,,,,,"(FPL-TGW134-IS
-A20N/M-SDE2FGHIJ3J7RWYZ/LB1D1
-WSSS1105
-M078F360 VMR B469 VPK M751 VKB/M078F340 M751 GOLUD/N0460F340 M751 
EMELA/N0458F360 M751 BKK/N0457F370 R474 VTN/N0463F350 B218 
SAGAG/K0854S1100 A581 BIDRU/K0858S1070 A581 SGM W144 
VEDPO/K0854S1100 W144 IGNAK/K0856S1070 W179 WFX/K0830S0810 W81 NSH
-ZLXY0513 ZUCK
-PBN/A1B2C2D2L1O2S2 NAV/RNP2 DOF/250825 REG/9VTNF EET/WIIF0002
 WSJC0005 
WMFC0007 VTBB0048 VLVT0225 ZPKM0252 ZLHW0441 SEL/JPCH CODE/76D1C6 
OPR/TGW 65 66922614 PER/C RMK/CALLSIGN SCOOTER TCAS)"
2025-08-25_CDC8154_ZLXY_ZSHC,2025-08-25 15:18:11,FPL,CDC8154,,A21N,,B32JX,,ZLXY,ZSHC,,,,,,,"(FPL-CDC8154-IS
-A21N/M-SDE1FGHIM3RWY/LB2
-ZLXY1425
-K0817S0890 P241 H132 P234 H36 SNF W269 OLPOV B213 WHA R343 SAGUD 
W50 XSH H17 JDZ H26 TXN G204 OREXA
-ZSHC0212 ZSNB
-PBN/A1B1C1D1L1O1S2 DOF/250825 REG/B32JX EET/ZHWH0031 ZSHA0118
 SEL/DMPQ 
CODE/7821AE OPR/ZHEJIANGLOONGAIR RMK/CAT II ACAS II AOC TEL
 057182352500 
OR 057181689590)"
2025-08-25_CCA8113_ZBHH_ZLXY,2025-08-25 15:29:34,FPL,CCA8113,,AJ27,,B652Z,,ZBHH,ZLXY,,,,,,,"(FPL-CCA8113-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZBHH1120
-K0841S0920 IBARO W47 LOVRA
-ZLXY0118 ZLIC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250825 REG/B652Z EET/ZLHW0035 
SEL/DHFR CODE/781E4A RMK/TCAS)"
2025-08-25_CSN3212_ZLXY_ZGGG,2025-08-25 15:52:42,DLA,CSN3212,,,,,,ZLXY,ZGGG,,,,0910,,,(DLA-CSN3212-ZLXY0910-ZGGG-DOF/250825)
2025-08-25_CSZ9206_ZLXY_ZGSZ,2025-08-25 15:53:08,DLA,CSZ9206,,,,,,ZLXY,ZGSZ,,,,1055,,,(DLA-CSZ9206-ZLXY1055-ZGSZ-DOF/250825)
2025-08-25_CHH7857_ZLXY_ZGGG,2025-08-25 16:15:57,DLA,CHH7857,,,,,,ZLXY,ZGGG,,,,0905,,,(DLA-CHH7857-ZLXY0905-ZGGG-DOF/250825)
2025-08-25_TLM951_ZLXY_VTBD,2025-08-25 16:19:05,FPL,TLM951,,737-800W,,HSLGI,,ZLXY,VTBD,,,,,,,"(FPL-TLM951-IS
-B738/M-SDFGHIRW/EB1
-ZLXY1820
-K0854S1040 NSH G212 LUVEN/K0848S1010 G212 BOPTU/K0846S1040 G212 
SGM A581 BIDRU/K0849S1010 A581 SAGAG/N0459F340 B218 LPB B346 NOBER 
DCT NAKON
-VTBD0322 VTBU
-PBN/A1B1C1D1O1S2 DOF/250825 REG/HSLGI EET/ZPKM0036 VLVT0215
 VTBB0243 
SEL/CLAM CODE/8830E9 OPR/THAI LION MENTARI CO LTD RMK/CALLSIGN
 MENTARI 
TCAS II EQUIPPED)"
2025-08-25_CSN8529_ZHHH_ZLXY,2025-08-25 16:31:49,FPL,CSN8529,,AJ27,,B657R,,ZHHH,ZLXY,,,,,,,"(FPL-CSN8529-IS
-AJ27/M-SDE3FGHILORVWY/LB1
-ZHHH1150
-K0708S0690 BENBI W56 P129/K0749S0660 H14 SHX
-ZLXY0133 ZHNY
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250825 REG/B657R EET/ZLHW0107
 SEL/PSBR 
CODE/782185 PER/D RMK/ACASII)"
2025-08-25_CES2158_ZSSS_ZLXY,2025-08-25 16:38:01,DLA,CES2158,,,,,,ZSSS,ZLXY,,,,0850,,,(DLA-CES2158-ZSSS0850-ZLXY-DOF/250825)
2025-08-25_VJC7342_VVNB_ZLXY,2025-08-25 16:41:44,FPL,VJC7342,,320,,VNA676,,VVNB,ZLXY,,,,,,,"(FPL-VJC7342-IS
-A320/M-SDGHIRWYZ/B1S
-VVNB1425
-N0453F330 DILEN3A DILEN W22 MEOVA R471 KATBO/K0841S1010 R471 ADBAG 
A599 SGM W144 IGNAK W179 WFX W81 NSH
-ZLXY0234 ZUCK ZLLL
-PBN/A1B2C1D1L1O2S1S2 NAV/RNP2 DOF/250825 REG/VNA676 EET/ZPKM0024 
ZLHW0204 SEL/JPDF CODE/888127 OPR/VIETJET AIR PER/C RALT/VVNB ZPPP 
ZUTF ZLXY TALT/VVCI RMK/TCAS EQUIPPED)"
2025-08-25_CSN3211_ZGGG_ZLXY,2025-08-25 16:54:21,FPL,CSN3211,,738,,B5716,,ZGGG,ZLXY,,,,,,,"(FPL-CSN3211-IS
-B738/M-SDE2E3FGHILORVWYZ/LB1
-ZGGG1225
-K0799S0840 AGVIL W24 OSNOV G586 QP B330 SJG/K0819S0810 W102 
BIGVI/K0840S0890 W102 SHX
-ZLXY0215 ZHNY
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250825 REG/B5716 EET/ZHWH0118 
ZLHW0140 SEL/HJBF CODE/780999 PER/C RMK/ACASII)"
2025-08-25_CSN5707_ZYTX_ZLXY,2025-08-25 17:06:51,FPL,CSN5707,,320-251N,,B30A8,,ZYTX,ZLXY,,,,,,,"(FPL-CSN5707-IS
-A20N/M-SADE2E3FGHIJ3J5LM1OP2RVWYZ/LB1D1
-ZYTX1240
-K0876S0920 TOSID A588 UDETI W106 MAKNO W5 HCH W4 SHX
-ZLXY0231 ZBYN
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250825 REG/B30A8 EET/ZSHA0050 
ZHWH0131 ZLHW0208 SEL/BDFP CODE/781794 PER/C RMK/ACASII HUD)"
2025-08-25_CHH7858_ZGGG_ZLXY,2025-08-25 17:37:40,DLA,CHH7858,,,,,,ZGGG,ZLXY,,,,1300,,,(DLA-CHH7858-ZGGG1300-ZLXY-DOF/250825)
2025-08-25_CHH7565_ZJHK_ZLXY,2025-08-25 18:18:09,DLA,CHH7565,,,,,,ZJHK,ZLXY,,,,1335,,,(DLA-CHH7565-ZJHK1335-ZLXY-DOF/250825)
2025-08-25_DKH1215_ZSSS_ZLXY,2025-08-25 18:20:04,DLA,DKH1215,,,,,,ZSSS,ZLXY,,,,1020,,,(DLA-DKH1215-ZSSS1020-ZLXY-DOF/250825)
2025-08-25_CSN6247_ZYHB_ZLXY,2025-08-25 18:24:54,FPL,CSN6247,,320,,B6292,,ZYHB,ZLXY,,,,,,,"(FPL-CSN6247-IS
-A320/M-SDE2E3FGHILORVWZ/LB1
-ZYHB1405
-K0870S0920 LEGAG W204 RUSBO G212 DULEX/K0857S0980 G212 TGO B334 
KAKAT W28 VERMI H13 HET W84 IBARO W47 UGPOR/K0837S0840 W47 
P531/K0801S0720 W47 LOVRA
-ZLXY0305 ZBYC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250825 REG/B6292 EET/ZBPE0106 
ZLHW0216 SEL/AGFK CODE/7802AE PER/C RMK/ACASII)"
2025-08-25_CSN3231_ZGGG_ZLXY,2025-08-25 18:44:24,DLA,CSN3231,,,,,,ZGGG,ZLXY,,,,1355,,,(DLA-CSN3231-ZGGG1355-ZLXY-DOF/250825)
2025-08-25_GCR7602_ZUMT_ZLXY,2025-08-25 18:50:01,FPL,GCR7602,,EMB190,,B3167,,ZUMT,ZLXY,,,,,,,"(FPL-GCR7602-IS
-E190/M-SDE2E3FGHIRWY/LB1
-ZUMT1455
-M076S0950 EGARA W3 DS W4 IGIRO H39 AKD H36 NSH
-ZLXY0114 ZLYL ZLHZ
-PBN/B4C1D1L1O2S2 NAV/ABAS DOF/250825 REG/B3167 EET/ZLHW0041
 SEL/JKAG 
CODE/780660 OPR/TIANJIN AIRLINES RMK/TCAS)"
2025-08-25_CDC8154_ZLXY_ZSHC,2025-08-25 18:50:09,FPL,CDC8154,,A21N,,B32JX,,ZLXY,ZSHC,,,,,,,"(FPL-CDC8154-IS
-A21N/M-SDE1FGHIM3RWY/LB2
-ZLXY1425
-K0863S0890 P17 H131 P62 H11 ML W118 REVKU H48 FYG B208 HFE R343
 UPLEL W95 SAPIN 
A470 IGRAT
-ZSHC0153 ZSNB
-PBN/A1B1C1D1L1O1S2 DOF/250825 REG/B32JX EET/ZHWH0025 ZSHA0101
 SEL/DMPQ 
CODE/7821AE OPR/ZHEJIANGLOONGAIR RMK/CAT II ACAS II AOC TEL
 057182352500 
OR 057181689590)"
2025-08-25_CSN3211_ZGGG_ZLXY,2025-08-25 18:53:52,CHG,CSN3211,,,,,B5195,ZGGG,ZLXY,,,,,"K0783S0840 AGVIL W24 OSNOV G586 QP B330 SJG/K0806S0810 W102  BIGVI/K0830S0890  W102 SHX",,"(CHG-CSN3211-ZGGG1225-ZLXY-DOF/250825
-10/SDE2E3FGHILORVWZ/LB1
-15/K0783S0840 AGVIL W24 OSNOV G586 QP B330 SJG/K0806S0810 W102
 BIGVI/K0830S0890 
W102 SHX
-18/PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250825 REG/B5195
 EET/ZHWH0112 
ZLHW0134 SEL/CMBE CODE/7802F4 PER/C RMK/ACASII)"
2025-08-25_CSN8530_ZLXY_ZHHH,2025-08-25 19:00:50,FPL,CSN8530,,AJ27,,B657R,,ZLXY,ZHHH,,,,,,,"(FPL-CSN8530-IS
-AJ27/M-SDE3FGHILORVWY/LB1
-ZLXY1445
-K0667S0660 P241 H132 P234/K0739S0690 H36 SNF W269 OLPOV B213 WTM
-ZHHH0127 ZGHA
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250825 REG/B657R EET/ZHWH0037
 SEL/PSBR 
CODE/782185 PER/D RMK/ACASII)"
2025-08-25_KAL9327_RKSI_ZLXY,2025-08-25 19:12:52,FPL,KAL9327,,748,,HL7617,,RKSI,ZLXY,,,,,,,"(FPL-KAL9327-IN
-B748/H-SDE2FGHIJ1J2J3J4J5M1P2RWXYZ/LB1D1G1
-RKSI1505
-N0498F320 DCT NOPIK Y697 AGAVO/K0924S1040 A591 IKEKA W4 HCH W200 
DOVIV W55 PAMRU W34 VYK B215 GODON W43 GUTRU W47 LOVRA
-ZLXY0229 ZBAA
-PBN/A1B1C1D1L1O1S2T1 DAT/1FANS SUR/RSP180 260B CANMANDATE
 DOF/250825 
REG/HL7617 EET/ZSHA0021 ZBPE0052 ZLHW0153 SEL/MRBJ CODE/71BE17
 RMK/TCAS 
II EQUIPPED CARGO)"
2025-08-25_CES2808_ZLXY_ZSSH,2025-08-25 19:22:06,CPL,CES2808,CES2808,321,A321,B8562,B8562,ZLXY,ZSSH,ZSSH,,,,,,"(CPL-CES2808/A3541-IS
-A321/M-SDE1E2E3FGHIM3RWY/LB1
-ZLXY-SJD/1122S0120
-K0835S0750 SJD HUN
-ZSSH
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250825 REG/B8562 EET/ZHWH0020 
ZSHA0057 SEL/FQCH CODE/780456 RMK/TCAS II CAT II APPROVED 
ALTERNATE ZSSH DUE TO ZSNJ WX)"
2025-08-25_CCA8114_ZLXY_ZBHH,2025-08-25 19:41:09,FPL,CCA8114,,AJ27,,B652Z,,ZLXY,ZBHH,,,,,,,"(FPL-CCA8114-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZLXY1430
-K0854S0890 WJC W193 ALGOV W101 VALNI
-ZBHH0117 ZBSJ
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250825 REG/B652Z EET/ZBPE0039 
SEL/DHFR CODE/781E4A RMK/TCAS)"
2025-08-25_GCR7690_ZLXY_ZWWW,2025-08-25 20:55:08,DLA,GCR7690,,,,,,ZLXY,ZWWW,,,,1510,,,(DLA-GCR7690-ZLXY1510-ZWWW-DOF/250825)
2025-08-25_CHH7843_ZLXY_ZSPD,2025-08-25 21:25:46,CHG,CHH7843,,,,,B7175,ZLXY,ZSPD,,,,,,,"(CHG-CHH7843-ZLXY1640-ZSPD-DOF/250825
-18/PBN/A1B1C1D1L1O2S2 NAV/ABAS DOF/250825 REG/B7175 EET/ZHWH0028
 ZSHA0106 
SEL/BPFJ CODE/780EFC OPR/HAINAN AIRLINES RMK/ACAS II AND CATII
 OPERATION)"
2025-08-25_HXA2770_ZSJU_ZLXY,2025-08-25 21:33:09,DLA,HXA2770,,,,,,ZSJU,ZLXY,,,,1400,,,(DLA-HXA2770-ZSJU1400-ZLXY-DOF/250825)
2025-08-25_DKH1216_ZLXY_ZSPD,2025-08-25 21:50:02,DLA,DKH1216,,,,,,ZLXY,ZSPD,,,,1350,,,(DLA-DKH1216-ZLXY1350-ZSPD-DOF/250825)
