FlightKey,ReceiveTime,FPLA_Status,FlightNo,RegNo,CraftType,SOBT,SIBT,DepAirport,ArrAirport,APTSOBT,APTSIBT,APTDEPAP,APTARRAP,Route
2025-08-03_TBA6105_ZLXY_ZPJH,20250731000304,ALL,TBA6105,B32AJ,A19N,202508031505,202508031755,ZLXY,ZPJH,202508031505,202508031755,ZLXY,ZPJH,
2025-08-03_TBA9963_ZLXY_ZSNT,20250731000304,ALL,TBA9963,B32FF,A19N,202508031550,202508031800,ZLXY,ZSNT,202508031550,202508031800,ZLXY,ZSNT,
2025-08-03_TBA6062_ZULS_ZLXY,20250731000304,ALL,TBA6062,B306S,A319,202508031600,202508031845,ZULS,ZLXY,202508031600,202508031845,ZULS,ZLXY,
2025-08-03_TBA6047_ZPZT_ZPSM,20250731000304,ALL,TBA6047,B8691,A319,202508031715,202508031835,ZPZT,ZPSM,202508031715,202508031835,ZPZT,ZPSM,
2025-08-03_TBA6040_ZGSZ_ZLXY,20250731000304,ALL,TBA6040,B32E6,A19N,202508031810,202508032055,ZGSZ,ZLXY,202508031810,202508032055,ZGSZ,ZLXY,
2025-08-03_TBA6106_ZPJH_ZLXY,20250731000304,ALL,TBA6106,B32AJ,A19N,202508031845,202508032150,ZPJH,ZLXY,202508031845,202508032150,ZPJH,ZLXY,
2025-08-03_TBA6032_ZPLJ_ZLXY,20250731000304,ALL,TBA6032,B32E7,A19N,202508031915,202508032150,ZPLJ,ZLXY,202508031915,202508032150,ZPLJ,ZLXY,
2025-08-03_TBA6048_ZPSM_ZPZT,20250731000304,ALL,TBA6048,B8691,A319,202508031915,202508032025,ZPSM,ZPZT,202508031915,202508032025,ZPSM,ZPZT,
2025-08-03_TBA6051_ZLXY_ZULS,20250731000304,ALL,TBA6051,B306S,A319,202508032005,202508032325,ZLXY,ZULS,202508032005,202508032325,ZLXY,ZULS,
2025-08-03_TBA6052_ZULS_ZLXY,20250731000304,ALL,TBA6052,B320F,A319,202508032030,202508032315,ZULS,ZLXY,202508032030,202508032315,ZULS,ZLXY,
2025-08-03_TBA9964_ZSNT_ZLXY,20250731000304,ALL,TBA9964,B32FF,A19N,202508032050,202508032320,ZSNT,ZLXY,202508032050,202508032320,ZSNT,ZLXY,
2025-08-03_TBA6048_ZPZT_ZLXY,20250731000304,ALL,TBA6048,B8691,A319,202508032105,202508032250,ZPZT,ZLXY,202508032105,202508032250,ZPZT,ZLXY,
2025-08-03_TBA6061_ZLXY_ZULS,20250731000306,UPD,TBA6061,B304M,A319,202508030620,202508030940,ZLXY,ZULS,202508030620,202508030940,ZLXY,ZULS,
2025-08-03_TBA6071_ZLXY_ZSHC,20250731000306,UPD,TBA6071,B32E6,A19N,202508030625,202508030830,ZLXY,ZSHC,202508030625,202508030830,ZLXY,ZSHC,
2025-08-03_TBA6053_ZLXY_ZUBD,20250731000306,UPD,TBA6053,B32AJ,A19N,202508030720,202508030950,ZLXY,ZUBD,202508030720,202508030950,ZLXY,ZUBD,
2025-08-03_TBA6072_ZSHC_ZLXY,20250731000306,UPD,TBA6072,B32E6,A19N,202508031005,202508031235,ZSHC,ZLXY,202508031005,202508031235,ZSHC,ZLXY,
2025-08-03_TBA6054_ZUBD_ZLXY,20250731000306,UPD,TBA6054,B32AJ,A19N,202508031100,202508031305,ZUBD,ZLXY,202508031100,202508031305,ZUBD,ZLXY,
2025-08-03_TBA6039_ZLXY_ZGSZ,20250731000306,UPD,TBA6039,B32E6,A19N,202508031335,202508031620,ZLXY,ZGSZ,202508031335,202508031620,ZLXY,ZGSZ,
2025-08-03_TBA6105_ZLXY_ZPJH,20250731000307,UPD,TBA6105,B32AJ,A19N,202508031505,202508031755,ZLXY,ZPJH,202508031505,202508031755,ZLXY,ZPJH,
2025-08-03_TBA6040_ZGSZ_ZLXY,20250731000307,UPD,TBA6040,B32E6,A19N,202508031810,202508032055,ZGSZ,ZLXY,202508031810,202508032055,ZGSZ,ZLXY,
2025-08-03_TBA6106_ZPJH_ZLXY,20250731000307,UPD,TBA6106,B32AJ,A19N,202508031845,202508032150,ZPJH,ZLXY,202508031845,202508032150,ZPJH,ZLXY,
2025-08-03_TBA6052_ZULS_ZLXY,20250731000307,UPD,TBA6052,B320F,A319,202508032030,202508032315,ZULS,ZLXY,202508032030,202508032315,ZULS,ZLXY,
2025-08-03_TBA9963_ZULS_ZLXY,20250731102700,UPD,TBA9963,B322D,A319,202508030820,202508031115,ZULS,ZLXY,202508030820,202508031115,ZULS,ZLXY,
2025-08-03_TBA9964_ZLXY_ZULS,20250731102700,UPD,TBA9964,B322D,A319,202508031210,202508031520,ZLXY,ZULS,202508031210,202508031520,ZLXY,ZULS,
2025-08-03_TBA6062_ZULS_ZLXY,20250731102700,UPD,TBA6062,B322D,A319,202508031600,202508031845,ZULS,ZLXY,202508031600,202508031845,ZULS,ZLXY,
2025-08-03_TBA6051_ZLXY_ZULS,20250731102700,UPD,TBA6051,B322D,A319,202508032005,202508032325,ZLXY,ZULS,202508032005,202508032325,ZLXY,ZULS,
2025-08-03_CSN3721_ZGHA_ZLXY,20250731103454,UPD,CSN3721,B6579,A321,202508030750,202508030950,ZGHA,ZLXY,202508030750,202508030950,ZGHA,ZLXY,
2025-08-03_TBA6071_ZLXY_ZSHC,20250731104800,UPD,TBA6071,B32C1,A19N,202508030625,202508030830,ZLXY,ZSHC,202508030625,202508030830,ZLXY,ZSHC,
2025-08-03_TBA6072_ZSHC_ZLXY,20250731104800,UPD,TBA6072,B32C1,A19N,202508031005,202508031235,ZSHC,ZLXY,202508031005,202508031235,ZSHC,ZLXY,
2025-08-03_TBA6039_ZLXY_ZGSZ,20250731104800,UPD,TBA6039,B32C1,A19N,202508031335,202508031620,ZLXY,ZGSZ,202508031335,202508031620,ZLXY,ZGSZ,
2025-08-03_TBA6040_ZGSZ_ZLXY,20250731104800,UPD,TBA6040,B32C1,A19N,202508031810,202508032055,ZGSZ,ZLXY,202508031810,202508032055,ZGSZ,ZLXY,
2025-08-03_CSN6016_UTAA_ZWWW,20250731133300,UPD,CSN6016,B7995,B738,202508030425,202508030750,UTAA,ZWWW,202508030425,202508030750,UTAA,ZWWW,
2025-08-03_TBA6061_ZLXY_ZULS,20250731134348,UPD,TBA6061,B1008,A319,202508030620,202508030940,ZLXY,ZULS,202508030620,202508030940,ZLXY,ZULS,
2025-08-03_CSN3201_ZGGG_ZLXY,20250731155706,UPD,CSN3201,B32ML,A20N,202508030715,202508030945,ZGGG,ZLXY,202508030715,202508030945,ZGGG,ZLXY,
2025-08-03_CSC8229_ZPPP_ZLXY,20250731180308,ALL,CSC8229,B30CA,A20N,202508030630,202508030835,ZPPP,ZLXY,202508030630,202508030835,ZPPP,ZLXY,
2025-08-03_CSC3271_ZLXY_ZGSZ,20250731180308,ALL,CSC3271,B8948,A320,202508030705,202508030945,ZLXY,ZGSZ,202508030705,202508030945,ZLXY,ZGSZ,
2025-08-03_CSC3279_ZLXY_ZLXH,20250731180308,ALL,CSC3279,B6453,A319,202508030710,202508030835,ZLXY,ZLXH,202508030710,202508030835,ZLXY,ZLXH,
2025-08-03_CSC3281_ZUYB_ZJSY,20250731180308,ALL,CSC3281,B324M,A20N,202508030935,202508031140,ZUYB,ZJSY,202508030935,202508031140,ZUYB,ZJSY,
2025-08-03_CSC3276_ZSYT_ZLXY,20250731180308,ALL,CSC3276,B323M,A20N,202508030940,202508031145,ZSYT,ZLXY,202508030940,202508031145,ZSYT,ZLXY,
2025-08-03_CSC3288_ZUNZ_ZLXY,20250731180308,ALL,CSC3288,B6410,A319,202508030955,202508031230,ZUNZ,ZLXY,202508030955,202508031230,ZUNZ,ZLXY,
2025-08-03_CSC3260_ZSJN_ZLXY,20250731180308,ALL,CSC3260,B328W,A20N,202508031025,202508031215,ZSJN,ZLXY,202508031025,202508031215,ZSJN,ZLXY,
2025-08-03_CSC3266_ZWSH_ZLXY,20250731180308,ALL,CSC3266,B30E0,A20N,202508031205,202508031545,ZWSH,ZLXY,202508031205,202508031545,ZWSH,ZLXY,
2025-08-03_CSC3280_ZULS_ZLXH,20250731180308,ALL,CSC3280,B6453,A319,202508031225,202508031430,ZULS,ZLXH,202508031225,202508031430,ZULS,ZLXH,
2025-08-03_CSC3349_ZLXY_ZGBH,20250731180308,ALL,CSC3349,B8330,A320,202508031245,202508031515,ZLXY,ZGBH,202508031245,202508031515,ZLXY,ZGBH,
2025-08-03_CSC3257_ZLXY_ZGDY,20250731180308,ALL,CSC3257,B8948,A320,202508031435,202508031605,ZLXY,ZGDY,202508031435,202508031605,ZLXY,ZGDY,
2025-08-03_CSC8230_ZWWW_ZLXY,20250731180308,ALL,CSC8230,B30CA,A20N,202508031450,202508031805,ZWWW,ZLXY,202508031450,202508031805,ZWWW,ZLXY,
2025-08-03_CSC3282_ZUYB_ZLXY,20250731180308,ALL,CSC3282,B324M,A20N,202508031535,202508031700,ZUYB,ZLXY,202508031535,202508031700,ZUYB,ZLXY,
2025-08-03_CSC3256_ZULS_ZLXY,20250731180308,ALL,CSC3256,B6410,A319,202508031755,202508032045,ZULS,ZLXY,202508031755,202508032045,ZULS,ZLXY,
2025-08-03_CSC3405_ZUXC_ZLXY,20250731180308,ALL,CSC3405,B1660,A320,202508031815,202508031945,ZUXC,ZLXY,202508031815,202508031945,ZUXC,ZLXY,
2025-08-03_CSC3264_ZULZ_ZLXY,20250731180308,ALL,CSC3264,B323M,A20N,202508032050,202508032235,ZULZ,ZLXY,202508032050,202508032235,ZULZ,ZLXY,
2025-08-03_CSC3270_ZSPD_ZLXY,20250731180308,ALL,CSC3270,B30E0,A20N,202508032055,202508032330,ZSPD,ZLXY,202508032055,202508032330,ZSPD,ZLXY,
2025-08-03_CSC3254_ZULS_ZLXY,20250731180308,ALL,CSC3254,B6453,A319,202508032135,202508040030,ZULS,ZLXY,202508032135,202508040030,ZULS,ZLXY,
2025-08-03_CSC3298_ZSQD_ZLXY,20250731180308,ALL,CSC3298,B324M,A20N,202508032210,202508040005,ZSQD,ZLXY,202508032210,202508040005,ZSQD,ZLXY,
2025-08-03_CSC3287_ZLXY_ZUNZ,20250731180309,ALL,CSC3287,B6410,A319,202508030635,202508030910,ZLXY,ZUNZ,202508030635,202508030910,ZLXY,ZUNZ,
2025-08-03_CSC3275_ZLXY_ZSYT,20250731180309,ALL,CSC3275,B323M,A20N,202508030635,202508030835,ZLXY,ZSYT,202508030635,202508030835,ZLXY,ZSYT,
2025-08-03_CSC3260_ZYHB_ZSJN,20250731180309,ALL,CSC3260,B328W,A20N,202508030700,202508030925,ZYHB,ZSJN,202508030700,202508030925,ZYHB,ZSJN,
2025-08-03_CSC3349_ZYHB_ZLXY,20250731180309,ALL,CSC3349,B8330,A320,202508030810,202508031135,ZYHB,ZLXY,202508030810,202508031135,ZYHB,ZLXY,
2025-08-03_CSC3279_ZLXH_ZULS,20250731180309,ALL,CSC3279,B6453,A319,202508030920,202508031130,ZLXH,ZULS,202508030920,202508031130,ZLXH,ZULS,
2025-08-03_CSC3272_ZGSZ_ZLXY,20250731180309,ALL,CSC3272,B8948,A320,202508031050,202508031325,ZGSZ,ZLXY,202508031050,202508031325,ZGSZ,ZLXY,
2025-08-03_CSC3263_ZLXY_ZULZ,20250731180309,ALL,CSC3263,B323M,A20N,202508031325,202508031500,ZLXY,ZULZ,202508031325,202508031500,ZLXY,ZULZ,
2025-08-03_CSC3255_ZLXY_ZULS,20250731180309,ALL,CSC3255,B6410,A319,202508031330,202508031645,ZLXY,ZULS,202508031330,202508031645,ZLXY,ZULS,
2025-08-03_CSC3259_ZLXY_ZSJN,20250731180309,ALL,CSC3259,B328W,A20N,202508031350,202508031535,ZLXY,ZSJN,202508031350,202508031535,ZLXY,ZSJN,
2025-08-03_CSC3280_ZLXH_ZLXY,20250731180309,ALL,CSC3280,B6453,A319,202508031515,202508031640,ZLXH,ZLXY,202508031515,202508031640,ZLXH,ZLXY,
2025-08-03_CSC3263_ZULZ_ZPJH,20250731180309,ALL,CSC3263,B323M,A20N,202508031545,202508031720,ZULZ,ZPJH,202508031545,202508031720,ZULZ,ZPJH,
2025-08-03_CSC3350_ZGBH_ZLXY,20250731180309,ALL,CSC3350,B8330,A320,202508031600,202508031825,ZGBH,ZLXY,202508031600,202508031825,ZGBH,ZLXY,
2025-08-03_CSC3269_ZLXY_ZSPD,20250731180309,ALL,CSC3269,B30E0,A20N,202508031720,202508031950,ZLXY,ZSPD,202508031720,202508031950,ZLXY,ZSPD,
2025-08-03_CSC3253_ZLXY_ZULS,20250731180309,ALL,CSC3253,B6453,A319,202508031745,202508032045,ZLXY,ZULS,202508031745,202508032045,ZLXY,ZULS,
2025-08-03_CSC3264_ZPJH_ZULZ,20250731180309,ALL,CSC3264,B323M,A20N,202508031805,202508031945,ZPJH,ZULZ,202508031805,202508031945,ZPJH,ZULZ,
2025-08-03_CSC3297_ZLXY_ZSQD,20250731180309,ALL,CSC3297,B324M,A20N,202508031840,202508032050,ZLXY,ZSQD,202508031840,202508032050,ZLXY,ZSQD,
2025-08-03_CSC8230_ZLXY_ZPPP,20250731180309,ALL,CSC8230,B30CA,A20N,202508031910,202508032120,ZLXY,ZPPP,202508031910,202508032120,ZLXY,ZPPP,
2025-08-03_CSC3258_ZGDY_ZLXY,20250731180309,ALL,CSC3258,B8948,A320,202508032220,202508032345,ZGDY,ZLXY,202508032220,202508032345,ZGDY,ZLXY,
2025-08-03_CSC3265_ZLXY_ZWSH,20250731180310,ALL,CSC3265,B30E0,A20N,202508030705,202508031130,ZLXY,ZWSH,202508030705,202508031130,ZLXY,ZWSH,
2025-08-03_CSC3281_ZLXY_ZUYB,20250731180310,ALL,CSC3281,B324M,A20N,202508030720,202508030850,ZLXY,ZUYB,202508030720,202508030850,ZLXY,ZUYB,
2025-08-03_CSC8229_ZLXY_ZWWW,20250731180310,ALL,CSC8229,B30CA,A20N,202508030940,202508031310,ZLXY,ZWWW,202508030940,202508031310,ZLXY,ZWWW,
2025-08-03_CSC3282_ZJSY_ZUYB,20250731180310,ALL,CSC3282,B324M,A20N,202508031240,202508031450,ZJSY,ZUYB,202508031240,202508031450,ZJSY,ZUYB,
2025-08-03_CSC3259_ZSJN_ZYHB,20250731180310,ALL,CSC3259,B328W,A20N,202508031625,202508031830,ZSJN,ZYHB,202508031625,202508031830,ZSJN,ZYHB,
2025-08-03_CSC3350_ZLXY_ZYHB,20250731180310,ALL,CSC3350,B8330,A320,202508031950,202508032240,ZLXY,ZYHB,202508031950,202508032240,ZLXY,ZYHB,
2025-08-03_CSC3406_ZLXY_ZUXC,20250731180310,ALL,CSC3406,B1660,A320,202508032055,202508032300,ZLXY,ZUXC,202508032055,202508032300,ZLXY,ZUXC,
2025-08-03_CGZ7149_ZUYI_ZLXY,20250801000300,ALL,CGZ7149,B3225,E190,202508031800,202508032000,ZUYI,ZLXY,202508031800,202508032000,ZUYI,ZLXY,
2025-08-03_CGZ7150_ZLXY_ZUYI,20250801000300,ALL,CGZ7150,B3225,E190,202508032135,202508032340,ZLXY,ZUYI,202508032135,202508032340,ZLXY,ZUYI,
2025-08-03_TBA6061_ZLXY_ZULS,20250801000301,ALL,TBA6061,B1008,A319,202508030620,202508030940,ZLXY,ZULS,202508030620,202508030940,ZLXY,ZULS,
2025-08-03_TBA6071_ZLXY_ZSHC,20250801000301,ALL,TBA6071,B32C1,A19N,202508030625,202508030830,ZLXY,ZSHC,202508030625,202508030830,ZLXY,ZSHC,
2025-08-03_CGH1041_ZGKL_ZLXY,20250801000301,ALL,CGH1041,B1039,A320,202508030700,202508030900,ZGKL,ZLXY,202508030700,202508030900,ZGKL,ZLXY,
2025-08-03_TBA6053_ZLXY_ZUBD,20250801000301,ALL,TBA6053,B32AJ,A19N,202508030720,202508030950,ZLXY,ZUBD,202508030720,202508030950,ZLXY,ZUBD,
2025-08-03_TBA6055_ZLXY_ZUNZ,20250801000301,ALL,TBA6055,B8691,A319,202508030720,202508031020,ZLXY,ZUNZ,202508030720,202508031020,ZLXY,ZUNZ,
2025-08-03_TBA6031_ZLXY_ZPLJ,20250801000301,ALL,TBA6031,B32E7,A19N,202508030725,202508030955,ZLXY,ZPLJ,202508030725,202508030955,ZLXY,ZPLJ,
2025-08-03_CGH1042_ZLXY_ZGKL,20250801000301,ALL,CGH1042,B1039,A320,202508031005,202508031220,ZLXY,ZGKL,202508031005,202508031220,ZLXY,ZGKL,
2025-08-03_TBA9963_ZULS_ZLXY,20250801000302,ALL,TBA9963,B322D,A319,202508030820,202508031115,ZULS,ZLXY,202508030820,202508031115,ZULS,ZLXY,
2025-08-03_TBA6011_ZLXY_ZPDL,20250801000302,ALL,TBA6011,B32FF,A19N,202508030925,202508031140,ZLXY,ZPDL,202508030925,202508031140,ZLXY,ZPDL,
2025-08-03_TBA6072_ZSHC_ZLXY,20250801000302,ALL,TBA6072,B32C1,A19N,202508031005,202508031235,ZSHC,ZLXY,202508031005,202508031235,ZSHC,ZLXY,
2025-08-03_TBA6054_ZUBD_ZLXY,20250801000302,ALL,TBA6054,B32AJ,A19N,202508031100,202508031305,ZUBD,ZLXY,202508031100,202508031305,ZUBD,ZLXY,
2025-08-03_TBA6056_ZUNZ_ZLXY,20250801000302,ALL,TBA6056,B8691,A319,202508031100,202508031320,ZUNZ,ZLXY,202508031100,202508031320,ZUNZ,ZLXY,
2025-08-03_TBA9964_ZLXY_ZULS,20250801000302,ALL,TBA9964,B322D,A319,202508031210,202508031520,ZLXY,ZULS,202508031210,202508031520,ZLXY,ZULS,
2025-08-03_TBA6012_ZPDL_ZLXY,20250801000302,ALL,TBA6012,B32FF,A19N,202508031220,202508031435,ZPDL,ZLXY,202508031220,202508031435,ZPDL,ZLXY,
2025-08-03_DKH1688_ZLXY_ZSNJ,20250801000303,ALL,DKH1688,B1681,A320,202508030750,202508030950,ZLXY,ZSNJ,202508030750,202508030950,ZLXY,ZSNJ,
2025-08-03_DKH1007_ZSPD_ZLXY,20250801000303,ALL,DKH1007,B304H,A320,202508030800,202508031040,ZSPD,ZLXY,202508030800,202508031040,ZSPD,ZLXY,
2025-08-03_DKH1217_ZSSS_ZLXY,20250801000303,ALL,DKH1217,B1006,A321,202508030800,202508031025,ZSSS,ZLXY,202508030800,202508031025,ZSSS,ZLXY,
2025-08-03_DKH1236_ZLXY_ZSSS,20250801000303,ALL,DKH1236,B8957,A321,202508030800,202508031020,ZLXY,ZSSS,202508030800,202508031020,ZLXY,ZSSS,
2025-08-03_DKH1873_ZLXY_ZPLJ,20250801000303,ALL,DKH1873,B30CT,A20N,202508030825,202508031105,ZLXY,ZPLJ,202508030825,202508031105,ZLXY,ZPLJ,
2025-08-03_DKH2005_ZLXY_ZSWX,20250801000303,ALL,DKH2005,B324D,A20N,202508030840,202508031105,ZLXY,ZSWX,202508030840,202508031105,ZLXY,ZSWX,
2025-08-03_DKH1681_ZSNJ_ZLXY,20250801000303,ALL,DKH1681,B6949,A320,202508030900,202508031105,ZSNJ,ZLXY,202508030900,202508031105,ZSNJ,ZLXY,
2025-08-03_DKH1901_ZGHZ_ZUGY,20250801000303,ALL,DKH1901,B8956,A321,202508031015,202508031200,ZGHZ,ZUGY,202508031015,202508031200,ZGHZ,ZUGY,
2025-08-03_DKH2152_ZLYL_ZLXY,20250801000303,ALL,DKH2152,B6921,A320,202508031045,202508031200,ZLYL,ZLXY,202508031045,202508031200,ZLYL,ZLXY,
2025-08-03_DKH1211_ZSPD_ZLXY,20250801000303,ALL,DKH1211,B1872,A321,202508031130,202508031410,ZSPD,ZLXY,202508031130,202508031410,ZSPD,ZLXY,
2025-08-03_DKH1218_ZLXY_ZSSS,20250801000303,ALL,DKH1218,B1006,A321,202508031130,202508031345,ZLXY,ZSSS,202508031130,202508031345,ZLXY,ZSSS,
2025-08-03_DKH1007_ZLXY_ZLZW,20250801000303,ALL,DKH1007,B304H,A320,202508031145,202508031315,ZLXY,ZLZW,202508031145,202508031315,ZLXY,ZLZW,
2025-08-03_DKH2005_ZSWX_ZJSY,20250801000303,ALL,DKH2005,B324D,A20N,202508031155,202508031520,ZSWX,ZJSY,202508031155,202508031520,ZSWX,ZJSY,
2025-08-03_DKH1682_ZLXY_ZSNJ,20250801000303,ALL,DKH1682,B6949,A320,202508031210,202508031410,ZLXY,ZSNJ,202508031210,202508031410,ZLXY,ZSNJ,
2025-08-03_DKH1901_ZUGY_ZLXY,20250801000303,ALL,DKH1901,B8956,A321,202508031300,202508031450,ZUGY,ZLXY,202508031300,202508031450,ZUGY,ZLXY,
2025-08-03_DKH2151_ZLXY_ZLYL,20250801000303,ALL,DKH2151,B6921,A320,202508031305,202508031420,ZLXY,ZLYL,202508031305,202508031420,ZLXY,ZLYL,
2025-08-03_TBA6039_ZLXY_ZGSZ,20250801000303,ALL,TBA6039,B32C1,A19N,202508031335,202508031620,ZLXY,ZGSZ,202508031335,202508031620,ZLXY,ZGSZ,
2025-08-03_DKH1008_ZLZW_ZLXY,20250801000303,ALL,DKH1008,B304H,A320,202508031400,202508031525,ZLZW,ZLXY,202508031400,202508031525,ZLZW,ZLXY,
2025-08-03_TBA6047_ZLXY_ZPZT,20250801000303,ALL,TBA6047,B8691,A319,202508031420,202508031625,ZLXY,ZPZT,202508031420,202508031625,ZLXY,ZPZT,
2025-08-03_DKH1215_ZSPD_ZLXY,20250801000303,ALL,DKH1215,B8036,A321,202508031445,202508031725,ZSPD,ZLXY,202508031445,202508031725,ZSPD,ZLXY,
2025-08-03_TBA6105_ZLXY_ZPJH,20250801000303,ALL,TBA6105,B32AJ,A19N,202508031505,202508031755,ZLXY,ZPJH,202508031505,202508031755,ZLXY,ZPJH,
2025-08-03_DKH1212_ZLXY_ZSPD,20250801000303,ALL,DKH1212,B1872,A321,202508031515,202508031740,ZLXY,ZSPD,202508031515,202508031740,ZLXY,ZSPD,
2025-08-03_TBA9963_ZLXY_ZSNT,20250801000303,ALL,TBA9963,B32FF,A19N,202508031550,202508031800,ZLXY,ZSNT,202508031550,202508031800,ZLXY,ZSNT,
2025-08-03_DKH1902_ZLXY_ZUGY,20250801000303,ALL,DKH1902,B8956,A321,202508031555,202508031800,ZLXY,ZUGY,202508031555,202508031800,ZLXY,ZUGY,
2025-08-03_TBA6062_ZULS_ZLXY,20250801000303,ALL,TBA6062,B322D,A319,202508031600,202508031845,ZULS,ZLXY,202508031600,202508031845,ZULS,ZLXY,
2025-08-03_DKH1008_ZLXY_ZSPD,20250801000303,ALL,DKH1008,B304H,A320,202508031630,202508031900,ZLXY,ZSPD,202508031630,202508031900,ZLXY,ZSPD,
2025-08-03_DKH1685_ZSNJ_ZLXY,20250801000303,ALL,DKH1685,B32EA,A20N,202508031630,202508031840,ZSNJ,ZLXY,202508031630,202508031840,ZSNJ,ZLXY,
2025-08-03_DKH2006_ZJSY_ZSWX,20250801000303,ALL,DKH2006,B324D,A20N,202508031630,202508031950,ZJSY,ZSWX,202508031630,202508031950,ZJSY,ZSWX,
2025-08-03_TBA6047_ZPZT_ZPSM,20250801000303,ALL,TBA6047,B8691,A319,202508031715,202508031835,ZPZT,ZPSM,202508031715,202508031835,ZPZT,ZPSM,
2025-08-03_DKH1193_ZSPD_ZLXY,20250801000303,ALL,DKH1193,B8537,A321,202508031750,202508032030,ZSPD,ZLXY,202508031750,202508032030,ZSPD,ZLXY,
2025-08-03_TBA6040_ZGSZ_ZLXY,20250801000303,ALL,TBA6040,B32C1,A19N,202508031810,202508032055,ZGSZ,ZLXY,202508031810,202508032055,ZGSZ,ZLXY,
2025-08-03_DKH1216_ZLXY_ZSPD,20250801000303,ALL,DKH1216,B8036,A321,202508031830,202508032100,ZLXY,ZSPD,202508031830,202508032100,ZLXY,ZSPD,
2025-08-03_TBA6106_ZPJH_ZLXY,20250801000303,ALL,TBA6106,B32AJ,A19N,202508031845,202508032150,ZPJH,ZLXY,202508031845,202508032150,ZPJH,ZLXY,
2025-08-03_DKH1902_ZUGY_ZGHZ,20250801000303,ALL,DKH1902,B8956,A321,202508031900,202508032050,ZUGY,ZGHZ,202508031900,202508032050,ZUGY,ZGHZ,
2025-08-03_TBA6032_ZPLJ_ZLXY,20250801000303,ALL,TBA6032,B32E7,A19N,202508031915,202508032150,ZPLJ,ZLXY,202508031915,202508032150,ZPLJ,ZLXY,
2025-08-03_TBA6048_ZPSM_ZPZT,20250801000303,ALL,TBA6048,B8691,A319,202508031915,202508032025,ZPSM,ZPZT,202508031915,202508032025,ZPSM,ZPZT,
2025-08-03_DKH1686_ZLXY_ZSNJ,20250801000303,ALL,DKH1686,B32EA,A20N,202508031945,202508032200,ZLXY,ZSNJ,202508031945,202508032200,ZLXY,ZSNJ,
2025-08-03_TBA6051_ZLXY_ZULS,20250801000303,ALL,TBA6051,B322D,A319,202508032005,202508032325,ZLXY,ZULS,202508032005,202508032325,ZLXY,ZULS,
2025-08-03_TBA6052_ZULS_ZLXY,20250801000303,ALL,TBA6052,B320F,A319,202508032030,202508032315,ZULS,ZLXY,202508032030,202508032315,ZULS,ZLXY,
