FlightKey,ReceiveTime,FPLA_Status,FlightNo,RegNo,CraftType,SOBT,SIBT,DepAirport,ArrAirport,APTSOBT,APTSIBT,APTDEPAP,APTARRAP,Route
2025-08-01_CSN3201_ZGGG_ZLXY,20250729155357,UPD,CSN3201,B20CA,B38M,202508010715,202508010945,ZGGG,ZLXY,202508010715,202508010945,ZGGG,ZLXY,
2025-08-01_CSC8229_ZPPP_ZLXY,20250729180308,ALL,CSC8229,B32KW,A20N,202508010630,202508010835,ZPPP,ZLXY,202508010630,202508010835,ZPPP,ZLXY,
2025-08-01_CSC3260_ZYHB_ZSJN,20250729180308,ALL,CSC3260,B328K,A20N,202508010700,202508010925,ZYHB,ZSJN,202508010700,202508010925,ZYHB,ZSJN,
2025-08-01_CSC3271_ZLXY_ZGSZ,20250729180308,ALL,CSC3271,B8185,A320,202508010705,202508010945,ZLXY,ZGSZ,202508010705,202508010945,ZLXY,ZGSZ,
2025-08-01_CSC3279_ZLXY_ZLXH,20250729180308,ALL,CSC3279,B6442,A319,202508010710,202508010835,ZLXY,ZLXH,202508010710,202508010835,ZLXY,ZLXH,
2025-08-01_CSC3349_ZYHB_ZLXY,20250729180308,ALL,CSC3349,B325G,A20N,202508010810,202508011135,ZYHB,ZLXY,202508010810,202508011135,ZYHB,ZLXY,
2025-08-01_CSC3281_ZUYB_ZJSY,20250729180308,ALL,CSC3281,B32A6,A20N,202508010935,202508011140,ZUYB,ZJSY,202508010935,202508011140,ZUYB,ZJSY,
2025-08-01_CSC3276_ZSYT_ZLXY,20250729180308,ALL,CSC3276,B8948,A320,202508010940,202508011145,ZSYT,ZLXY,202508010940,202508011145,ZSYT,ZLXY,
2025-08-01_CSC3288_ZUNZ_ZLXY,20250729180308,ALL,CSC3288,B6453,A319,202508010955,202508011230,ZUNZ,ZLXY,202508010955,202508011230,ZUNZ,ZLXY,
2025-08-01_CSC3260_ZSJN_ZLXY,20250729180308,ALL,CSC3260,B328K,A20N,202508011025,202508011215,ZSJN,ZLXY,202508011025,202508011215,ZSJN,ZLXY,
2025-08-01_CSC3272_ZGSZ_ZLXY,20250729180308,ALL,CSC3272,B8185,A320,202508011050,202508011325,ZGSZ,ZLXY,202508011050,202508011325,ZGSZ,ZLXY,
2025-08-01_CSC3266_ZWSH_ZLXY,20250729180308,ALL,CSC3266,B30E0,A20N,202508011205,202508011545,ZWSH,ZLXY,202508011205,202508011545,ZWSH,ZLXY,
2025-08-01_CSC3280_ZULS_ZLXH,20250729180308,ALL,CSC3280,B6442,A319,202508011225,202508011430,ZULS,ZLXH,202508011225,202508011430,ZULS,ZLXH,
2025-08-01_CSC3349_ZLXY_ZGBH,20250729180308,ALL,CSC3349,B325G,A20N,202508011245,202508011515,ZLXY,ZGBH,202508011245,202508011515,ZLXY,ZGBH,
2025-08-01_CSC3259_ZLXY_ZSJN,20250729180308,ALL,CSC3259,B328K,A20N,202508011350,202508011535,ZLXY,ZSJN,202508011350,202508011535,ZLXY,ZSJN,
2025-08-01_CSC3257_ZLXY_ZGDY,20250729180308,ALL,CSC3257,B8185,A320,202508011435,202508011605,ZLXY,ZGDY,202508011435,202508011605,ZLXY,ZGDY,
2025-08-01_CSC8230_ZWWW_ZLXY,20250729180308,ALL,CSC8230,B32KW,A20N,202508011450,202508011805,ZWWW,ZLXY,202508011450,202508011805,ZWWW,ZLXY,
2025-08-01_CSC3280_ZLXH_ZLXY,20250729180308,ALL,CSC3280,B6442,A319,202508011515,202508011640,ZLXH,ZLXY,202508011515,202508011640,ZLXH,ZLXY,
2025-08-01_CSC3282_ZUYB_ZLXY,20250729180308,ALL,CSC3282,B32A6,A20N,202508011535,202508011700,ZUYB,ZLXY,202508011535,202508011700,ZUYB,ZLXY,
2025-08-01_CSC3263_ZULZ_ZPJH,20250729180308,ALL,CSC3263,B8948,A320,202508011545,202508011720,ZULZ,ZPJH,202508011545,202508011720,ZULZ,ZPJH,
2025-08-01_CSC3350_ZGBH_ZLXY,20250729180308,ALL,CSC3350,B325G,A20N,202508011600,202508011825,ZGBH,ZLXY,202508011600,202508011825,ZGBH,ZLXY,
2025-08-01_CSC3256_ZULS_ZLXY,20250729180308,ALL,CSC3256,B6453,A319,202508011755,202508012045,ZULS,ZLXY,202508011755,202508012045,ZULS,ZLXY,
2025-08-01_CSC3405_ZUXC_ZLXY,20250729180308,ALL,CSC3405,B1660,A320,202508011815,202508011945,ZUXC,ZLXY,202508011815,202508011945,ZUXC,ZLXY,
2025-08-01_CSC8230_ZLXY_ZPPP,20250729180308,ALL,CSC8230,B32KW,A20N,202508011910,202508012120,ZLXY,ZPPP,202508011910,202508012120,ZLXY,ZPPP,
2025-08-01_CSC6345_ZUTF_ZLXN,20250729180308,ALL,CSC6345,unAvbl,unAvbl,202508012005,202508012130,ZUTF,ZLXN,202508012005,202508012130,ZUTF,ZLXN,
2025-08-01_CSC3264_ZULZ_ZLXY,20250729180308,ALL,CSC3264,B8948,A320,202508012050,202508012235,ZULZ,ZLXY,202508012050,202508012235,ZULZ,ZLXY,
2025-08-01_CSC3270_ZSPD_ZLXY,20250729180308,ALL,CSC3270,B30E0,A20N,202508012055,202508012330,ZSPD,ZLXY,202508012055,202508012330,ZSPD,ZLXY,
2025-08-01_CSC3254_ZULS_ZLXY,20250729180308,ALL,CSC3254,B6442,A319,202508012135,202508020030,ZULS,ZLXY,202508012135,202508020030,ZULS,ZLXY,
2025-08-01_CSC3298_ZSQD_ZLXY,20250729180308,ALL,CSC3298,B32A6,A20N,202508012210,202508020005,ZSQD,ZLXY,202508012210,202508020005,ZSQD,ZLXY,
2025-08-01_CSC3258_ZGDY_ZLXY,20250729180308,ALL,CSC3258,B8185,A320,202508012220,202508012345,ZGDY,ZLXY,202508012220,202508012345,ZGDY,ZLXY,
2025-08-01_CSC3287_ZLXY_ZUNZ,20250729180309,ALL,CSC3287,B6453,A319,202508010635,202508010910,ZLXY,ZUNZ,202508010635,202508010910,ZLXY,ZUNZ,
2025-08-01_CSC3275_ZLXY_ZSYT,20250729180309,ALL,CSC3275,B8948,A320,202508010635,202508010835,ZLXY,ZSYT,202508010635,202508010835,ZLXY,ZSYT,
2025-08-01_CSC3279_ZLXH_ZULS,20250729180309,ALL,CSC3279,B6442,A319,202508010920,202508011130,ZLXH,ZULS,202508010920,202508011130,ZLXH,ZULS,
2025-08-01_CSC3263_ZLXY_ZULZ,20250729180309,ALL,CSC3263,B8948,A320,202508011325,202508011500,ZLXY,ZULZ,202508011325,202508011500,ZLXY,ZULZ,
2025-08-01_CSC3255_ZLXY_ZULS,20250729180309,ALL,CSC3255,B6453,A319,202508011330,202508011645,ZLXY,ZULS,202508011330,202508011645,ZLXY,ZULS,
2025-08-01_CSC3269_ZLXY_ZSPD,20250729180309,ALL,CSC3269,B30E0,A20N,202508011720,202508011950,ZLXY,ZSPD,202508011720,202508011950,ZLXY,ZSPD,
2025-08-01_CSC3253_ZLXY_ZULS,20250729180309,ALL,CSC3253,B6442,A319,202508011745,202508012045,ZLXY,ZULS,202508011745,202508012045,ZLXY,ZULS,
2025-08-01_CSC3264_ZPJH_ZULZ,20250729180309,ALL,CSC3264,B8948,A320,202508011805,202508011945,ZPJH,ZULZ,202508011805,202508011945,ZPJH,ZULZ,
2025-08-01_CSC3297_ZLXY_ZSQD,20250729180309,ALL,CSC3297,B32A6,A20N,202508011840,202508012050,ZLXY,ZSQD,202508011840,202508012050,ZLXY,ZSQD,
2025-08-01_CSC3265_ZLXY_ZWSH,20250729180310,ALL,CSC3265,B30E0,A20N,202508010705,202508011130,ZLXY,ZWSH,202508010705,202508011130,ZLXY,ZWSH,
2025-08-01_CSC3281_ZLXY_ZUYB,20250729180310,ALL,CSC3281,B32A6,A20N,202508010720,202508010850,ZLXY,ZUYB,202508010720,202508010850,ZLXY,ZUYB,
2025-08-01_CSC8229_ZLXY_ZWWW,20250729180310,ALL,CSC8229,B32KW,A20N,202508010940,202508011310,ZLXY,ZWWW,202508010940,202508011310,ZLXY,ZWWW,
2025-08-01_CSC3282_ZJSY_ZUYB,20250729180310,ALL,CSC3282,B32A6,A20N,202508011240,202508011450,ZJSY,ZUYB,202508011240,202508011450,ZJSY,ZUYB,
2025-08-01_CSC3259_ZSJN_ZYHB,20250729180310,ALL,CSC3259,B328K,A20N,202508011625,202508011830,ZSJN,ZYHB,202508011625,202508011830,ZSJN,ZYHB,
2025-08-01_CSC3350_ZLXY_ZYHB,20250729180310,ALL,CSC3350,B325G,A20N,202508011950,202508012240,ZLXY,ZYHB,202508011950,202508012240,ZLXY,ZYHB,
2025-08-01_CSC3406_ZLXY_ZUXC,20250729180310,ALL,CSC3406,B1660,A320,202508012055,202508012300,ZLXY,ZUXC,202508012055,202508012300,ZLXY,ZUXC,
2025-08-01_TBA6055_ZLXY_ZUNZ,20250729193958,UPD,TBA6055,B304M,A319,202508010720,202508011020,ZLXY,ZUNZ,202508010720,202508011020,ZLXY,ZUNZ,
2025-08-01_TBA6056_ZUNZ_ZLXY,20250729193958,UPD,TBA6056,B304M,A319,202508011100,202508011320,ZUNZ,ZLXY,202508011100,202508011320,ZUNZ,ZLXY,
2025-08-01_TBA6047_ZLXY_ZPZT,20250729193958,UPD,TBA6047,B304M,A319,202508011420,202508011625,ZLXY,ZPZT,202508011420,202508011625,ZLXY,ZPZT,
2025-08-01_TBA6047_ZPZT_ZPSM,20250729193958,UPD,TBA6047,B304M,A319,202508011715,202508011835,ZPZT,ZPSM,202508011715,202508011835,ZPZT,ZPSM,
2025-08-01_TBA6048_ZPSM_ZPZT,20250729193958,UPD,TBA6048,B304M,A319,202508011915,202508012025,ZPSM,ZPZT,202508011915,202508012025,ZPSM,ZPZT,
2025-08-01_TBA6052_ZULS_ZLXY,20250729193958,UPD,TBA6052,B306S,A319,202508012030,202508012315,ZULS,ZLXY,202508012030,202508012315,ZULS,ZLXY,
2025-08-01_TBA6048_ZPZT_ZLXY,20250729193958,UPD,TBA6048,B304M,A319,202508012105,202508012250,ZPZT,ZLXY,202508012105,202508012250,ZPZT,ZLXY,
2025-08-01_CSN6248_ZLXY_ZYHB,20250729202818,UPD,CSN6248,B8989,A320,202508010730,202508011040,ZLXY,ZYHB,202508010730,202508011040,ZLXY,ZYHB,
2025-08-01_TBA6061_ZLXY_ZULS,20250729230642,UPD,TBA6061,B1008,A319,202508010720,202508011025,ZLXY,ZULS,202508010720,202508011025,ZLXY,ZULS,
2025-08-01_CGZ7149_ZUYI_ZLXY,20250730000300,ALL,CGZ7149,B3241,E190,202508011800,202508012000,ZUYI,ZLXY,202508011800,202508012000,ZUYI,ZLXY,
2025-08-01_CGH1041_ZGKL_ZLXY,20250730000301,ALL,CGH1041,B1039,A320,202508010700,202508010900,ZGKL,ZLXY,202508010700,202508010900,ZGKL,ZLXY,
2025-08-01_CGH1042_ZLXY_ZGKL,20250730000301,ALL,CGH1042,B1039,A320,202508011005,202508011220,ZLXY,ZGKL,202508011005,202508011220,ZLXY,ZGKL,
2025-08-01_CGZ7150_ZLXY_ZUYI,20250730000301,ALL,CGZ7150,B3241,E190,202508012135,202508012340,ZLXY,ZUYI,202508012135,202508012340,ZLXY,ZUYI,
2025-08-01_TBA6059_ZLXY_ZURK,20250730000302,ALL,TBA6059,B32AJ,A19N,202508010620,202508010955,ZLXY,ZURK,202508010620,202508010955,ZLXY,ZURK,
2025-08-01_TBA6071_ZLXY_ZSHC,20250730000302,ALL,TBA6071,B32E6,A19N,202508010625,202508010830,ZLXY,ZSHC,202508010625,202508010830,ZLXY,ZSHC,
2025-08-01_TBA6053_ZLXY_ZUBD,20250730000302,ALL,TBA6053,unAvbl,A319,202508010720,202508010950,ZLXY,ZUBD,202508010720,202508010950,ZLXY,ZUBD,
2025-08-01_TBA6055_ZLXY_ZUNZ,20250730000302,ALL,TBA6055,B304M,A319,202508010720,202508011020,ZLXY,ZUNZ,202508010720,202508011020,ZLXY,ZUNZ,
2025-08-01_TBA6061_ZLXY_ZULS,20250730000302,ALL,TBA6061,B1008,A319,202508010720,202508011025,ZLXY,ZULS,202508010720,202508011025,ZLXY,ZULS,
2025-08-01_TBA6031_ZLXY_ZPLJ,20250730000302,ALL,TBA6031,B32E7,A19N,202508010725,202508010955,ZLXY,ZPLJ,202508010725,202508010955,ZLXY,ZPLJ,
2025-08-01_TBA9963_ZULS_ZLXY,20250730000303,ALL,TBA9963,B6475,A319,202508010820,202508011115,ZULS,ZLXY,202508010820,202508011115,ZULS,ZLXY,
2025-08-01_TBA6011_ZLXY_ZPDL,20250730000303,ALL,TBA6011,B32FF,A19N,202508010925,202508011140,ZLXY,ZPDL,202508010925,202508011140,ZLXY,ZPDL,
2025-08-01_TBA6072_ZSHC_ZLXY,20250730000303,ALL,TBA6072,B32E6,A19N,202508011005,202508011235,ZSHC,ZLXY,202508011005,202508011235,ZSHC,ZLXY,
2025-08-01_TBA6060_ZURK_ZLXY,20250730000303,ALL,TBA6060,B32AJ,A19N,202508011035,202508011345,ZURK,ZLXY,202508011035,202508011345,ZURK,ZLXY,
2025-08-01_TBA6054_ZUBD_ZLXY,20250730000303,ALL,TBA6054,unAvbl,A319,202508011040,202508011235,ZUBD,ZLXY,202508011040,202508011235,ZUBD,ZLXY,
2025-08-01_TBA6056_ZUNZ_ZLXY,20250730000303,ALL,TBA6056,B304M,A319,202508011100,202508011320,ZUNZ,ZLXY,202508011100,202508011320,ZUNZ,ZLXY,
2025-08-01_TBA9964_ZLXY_ZULS,20250730000303,ALL,TBA9964,B6475,A319,202508011210,202508011520,ZLXY,ZULS,202508011210,202508011520,ZLXY,ZULS,
2025-08-01_TBA6012_ZPDL_ZLXY,20250730000303,ALL,TBA6012,B32FF,A19N,202508011220,202508011435,ZPDL,ZLXY,202508011220,202508011435,ZPDL,ZLXY,
2025-08-01_TBA6039_ZLXY_ZGSZ,20250730000303,ALL,TBA6039,B32E6,A19N,202508011335,202508011620,ZLXY,ZGSZ,202508011335,202508011620,ZLXY,ZGSZ,
2025-08-01_TBA6047_ZLXY_ZPZT,20250730000303,ALL,TBA6047,B304M,A319,202508011420,202508011625,ZLXY,ZPZT,202508011420,202508011625,ZLXY,ZPZT,
2025-08-01_TBA6105_ZLXY_ZPJH,20250730000303,ALL,TBA6105,B32AJ,A19N,202508011505,202508011755,ZLXY,ZPJH,202508011505,202508011755,ZLXY,ZPJH,
2025-08-01_TBA9963_ZLXY_ZSNT,20250730000303,ALL,TBA9963,B32FF,A19N,202508011550,202508011800,ZLXY,ZSNT,202508011550,202508011800,ZLXY,ZSNT,
2025-08-01_TBA6062_ZULS_ZLXY,20250730000303,ALL,TBA6062,B6475,A319,202508011600,202508011845,ZULS,ZLXY,202508011600,202508011845,ZULS,ZLXY,
2025-08-01_TBA6047_ZPZT_ZPSM,20250730000303,ALL,TBA6047,B304M,A319,202508011715,202508011835,ZPZT,ZPSM,202508011715,202508011835,ZPZT,ZPSM,
2025-08-01_TBA6040_ZGSZ_ZLXY,20250730000303,ALL,TBA6040,B32E6,A19N,202508011810,202508012055,ZGSZ,ZLXY,202508011810,202508012055,ZGSZ,ZLXY,
2025-08-01_TBA6106_ZPJH_ZLXY,20250730000303,ALL,TBA6106,B32AJ,A19N,202508011845,202508012150,ZPJH,ZLXY,202508011845,202508012150,ZPJH,ZLXY,
2025-08-01_DKH1688_ZLXY_ZSNJ,20250730000304,ALL,DKH1688,B6963,A320,202508010750,202508010950,ZLXY,ZSNJ,202508010750,202508010950,ZLXY,ZSNJ,
2025-08-01_DKH1007_ZSPD_ZLXY,20250730000304,ALL,DKH1007,B1681,A320,202508010800,202508011040,ZSPD,ZLXY,202508010800,202508011040,ZSPD,ZLXY,
2025-08-01_DKH1217_ZSSS_ZLXY,20250730000304,ALL,DKH1217,B8407,A321,202508010800,202508011025,ZSSS,ZLXY,202508010800,202508011025,ZSSS,ZLXY,
2025-08-01_DKH1236_ZLXY_ZSSS,20250730000304,ALL,DKH1236,B1003,A321,202508010800,202508011020,ZLXY,ZSSS,202508010800,202508011020,ZLXY,ZSSS,
2025-08-01_DKH1873_ZLXY_ZPLJ,20250730000304,ALL,DKH1873,B32EA,A20N,202508010825,202508011105,ZLXY,ZPLJ,202508010825,202508011105,ZLXY,ZPLJ,
2025-08-01_DKH2005_ZLXY_ZSWX,20250730000304,ALL,DKH2005,B321C,A20N,202508010840,202508011105,ZLXY,ZSWX,202508010840,202508011105,ZLXY,ZSWX,
2025-08-01_DKH1681_ZSNJ_ZLXY,20250730000304,ALL,DKH1681,B6948,A320,202508010900,202508011105,ZSNJ,ZLXY,202508010900,202508011105,ZSNJ,ZLXY,
2025-08-01_DKH1901_ZGHZ_ZUGY,20250730000304,ALL,DKH1901,B8957,A321,202508011015,202508011200,ZGHZ,ZUGY,202508011015,202508011200,ZGHZ,ZUGY,
2025-08-01_DKH2152_ZLYL_ZLXY,20250730000304,ALL,DKH2152,B1871,A320,202508011045,202508011200,ZLYL,ZLXY,202508011045,202508011200,ZLYL,ZLXY,
2025-08-01_DKH1211_ZSPD_ZLXY,20250730000304,ALL,DKH1211,B8036,A321,202508011130,202508011410,ZSPD,ZLXY,202508011130,202508011410,ZSPD,ZLXY,
2025-08-01_DKH1218_ZLXY_ZSSS,20250730000304,ALL,DKH1218,B8407,A321,202508011130,202508011345,ZLXY,ZSSS,202508011130,202508011345,ZLXY,ZSSS,
2025-08-01_DKH1007_ZLXY_ZLZW,20250730000304,ALL,DKH1007,B1681,A320,202508011145,202508011315,ZLXY,ZLZW,202508011145,202508011315,ZLXY,ZLZW,
2025-08-01_DKH2005_ZSWX_ZJSY,20250730000304,ALL,DKH2005,B321C,A20N,202508011155,202508011520,ZSWX,ZJSY,202508011155,202508011520,ZSWX,ZJSY,
2025-08-01_DKH1682_ZLXY_ZSNJ,20250730000304,ALL,DKH1682,B6948,A320,202508011210,202508011410,ZLXY,ZSNJ,202508011210,202508011410,ZLXY,ZSNJ,
2025-08-01_DKH1901_ZUGY_ZLXY,20250730000304,ALL,DKH1901,B8957,A321,202508011300,202508011450,ZUGY,ZLXY,202508011300,202508011450,ZUGY,ZLXY,
2025-08-01_DKH2151_ZLXY_ZLYL,20250730000304,ALL,DKH2151,B1871,A320,202508011305,202508011420,ZLXY,ZLYL,202508011305,202508011420,ZLXY,ZLYL,
2025-08-01_DKH1008_ZLZW_ZLXY,20250730000304,ALL,DKH1008,B1681,A320,202508011400,202508011525,ZLZW,ZLXY,202508011400,202508011525,ZLZW,ZLXY,
2025-08-01_DKH1215_ZSPD_ZLXY,20250730000304,ALL,DKH1215,B6966,A320,202508011445,202508011725,ZSPD,ZLXY,202508011445,202508011725,ZSPD,ZLXY,
2025-08-01_DKH1212_ZLXY_ZSPD,20250730000304,ALL,DKH1212,B8036,A321,202508011515,202508011740,ZLXY,ZSPD,202508011515,202508011740,ZLXY,ZSPD,
2025-08-01_DKH1902_ZLXY_ZUGY,20250730000304,ALL,DKH1902,B8957,A321,202508011555,202508011800,ZLXY,ZUGY,202508011555,202508011800,ZLXY,ZUGY,
2025-08-01_DKH1008_ZLXY_ZSPD,20250730000304,ALL,DKH1008,B1681,A320,202508011630,202508011855,ZLXY,ZSPD,202508011630,202508011855,ZLXY,ZSPD,
2025-08-01_DKH2006_ZJSY_ZSWX,20250730000304,ALL,DKH2006,B321C,A20N,202508011630,202508011950,ZJSY,ZSWX,202508011630,202508011950,ZJSY,ZSWX,
