FlightKey,ReceiveTime,MessageType,FlightNo,New_FlightNo,CraftType,New_CraftType,RegNo,New_RegNo,DepAirport,ArrAirport,New_Destination,New_Alternate_1,New_Alternate_2,New_Departure_Time,New_Route,New_Mission_STS,RawMessage
2025-08-24_VJC7343_ZLXY_VVNB,2025-08-24 18:43:54,FPL,VJC7343,,321,,VNA636,,ZLXY,VVNB,,,,,,,"(FPL-VJC7343-IS
-A321/M-SDGHIRWYZ/LB1
-ZLXY1810
-K0835S0980 NSH G212 SGM A599 ADBAG R471 KATBO/N0442F320 R471 MEOVA
 W22 DILEN 
DILEN3H
-VVNB0237 VVDN VVCI
-PBN/A1B2C1D1L1O2S1S2 NAV/RNP2 DOF/250824 REG/VNA636 EET/ZPKM0033 
VVHN0208 SEL/BQCM CODE/88813F OPR/VIETJET AIR PER/C RALT/ZLXY ZPPP 
ZUTF VVNB TALT/ZUCK RMK/TCAS EQUIPPED)"
2025-08-24_BDJ523_ZSPD_ZLXY,2025-08-24 19:04:21,FPL,BDJ523,,GLF5,,B8298,,ZSPD,ZLXY,,,,,,,"(FPL-BDJ523-IG
-GLF5/M-SDE2E3FGHIJ5M1P2RWXYZ/LB1D1
-ZSPD1610
-K0707S1100 PIKAS G330 UNTAN G345 OLRIS R343 HFE B208 ZHO 
H14 SHX
-ZLXY0157 ZUUU ZBYN
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250824 REG/B8298 EET/ZHWH0056
 ZLHW0132 
SEL/LRDH CODE/780C12 OPR/BEIJING DEER JET RMK/TCAS II)"
2025-08-24_CSN8530_ZLXY_ZHHH,2025-08-24 19:14:52,FPL,CSN8530,,AJ27,,B653Z,,ZLXY,ZHHH,,,,,,,"(FPL-CSN8530-IS
-AJ27/M-SDE3FGHILORVWY/LB1
-ZLXY1445
-K0739S0660 P241 H132 P234/K0738S0690 H36 SNF W269 OLPOV B213 WTM
-ZHHH0126 ZGHA
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250824 REG/B653Z EET/ZHWH0036
 SEL/CFDR 
CODE/781FAB PER/D RMK/ACASII)"
2025-08-24_CES2203_ZLXY_ZWWW,2025-08-24 19:18:11,CPL,CES2203,CES2203,321NEO,A21N,B32LW,B32LW,ZLXY,ZWWW,ZWWW,,,,,,"(CPL-CES2203/A4034-IS
-A21N/M-SDE1E2E3FGHIM1RWY/LB1
-ZLXY-KHG/1110S0950
-K0872S0950 KHG LEDEM B215 WUR
-ZWWW
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250824 REG/B32LW SEL/FRAD
CODE/782245 RMK/TCAS II CAT II APPROVED ALTERNATE ZWWW DUE ZWSH WX)"
2025-08-24_CES2795_ZSNJ_ZLXY,2025-08-24 19:48:18,FPL,CES2795,,A20N,,B32J9,,ZSNJ,ZLXY,,,,,,,"(FPL-CES2795-IS
-A20N/M-SDE1E2E3FGHIM1RWY/LB1
-ZSNJ2335
-K0876S0780 SUNBO W163 HFE B208 ZHO H14 SHX
-ZLXY0133 ZHCC
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250824 REG/B32J9 EET/ZHWH0032
 ZLHW0107 
SEL/DMAS CODE/782198 RMK/TCAS II)"
2025-08-24_CDC8154_ZLXY_ZSHC,2025-08-24 20:05:14,FPL,CDC8154,,A21N,,B329R,,ZLXY,ZSHC,,,,,,,"(FPL-CDC8154-IS
-A21N/M-SDE1FGHIM3RWY/LB2
-ZLXY1520
-K0817S0890 P241 H132 P234 H36 SNF W269 OLPOV B213 WHA R343 SAGUD 
W50 XSH H17 JDZ H26 TXN G204 OREXA
-ZSHC0212 ZSNJ
-PBN/A1B1C1D1L1O1S2 DOF/250824 REG/B329R EET/ZHWH0031 ZSHA0118
 SEL/ERCJ 
CODE/781DAB OPR/ZHEJIANGLOONGAIR RMK/CAT II ACAS II AOC TEL
 057182352500 
OR 057181689590)"
2025-08-24_CES2204_ZWSH_ZLXY,2025-08-24 21:01:39,DLA,CES2204,,,,,,ZWSH,ZLXY,,,,1510,,,(DLA-CES2204-ZWSH1510-ZLXY-DOF/250824)
2025-08-24_GCR7636_ZSRZ_ZLXY,2025-08-24 22:29:17,DLA,GCR7636,,,,,,ZSRZ,ZLXY,,,,1935,,,(DLA-GCR7636-ZSRZ1935-ZLXY-DOF/250824)
2025-08-24_GCR7640_ZPLJ_ZLXY,2025-08-24 22:36:48,DLA,GCR7640,,,,,,ZPLJ,ZLXY,,,,1550,,,(DLA-GCR7640-ZPLJ1550-ZLXY-DOF/250824)
2025-08-24_GCR7662_ZGDY_ZLXY,2025-08-24 22:46:59,DLA,GCR7662,,,,,,ZGDY,ZLXY,,,,1640,,,(DLA-GCR7662-ZGDY1640-ZLXY-DOF/250824)
2025-08-24_CMS561_UGTB_ZLXY,2025-08-24 23:49:00,DLA,CMS561,,,,,,UGTB,ZLXY,,,,1615,,,(DLA-CMS561-UGTB1615-ZLXY-DOF/250824)
