FlightKey,ReceiveTime,MessageType,FlightNo,New_FlightNo,CraftType,New_CraftType,RegNo,New_RegNo,DepAirport,ArrAirport,New_Destination,New_Alternate_1,New_Alternate_2,New_Departure_Time,New_Route,New_Mission_STS,RawMessage
2025-08-01_CES2106_ZBAD_ZLXY,2025-08-01 07:24:14,CHG,CES2106,,,,,,ZBAD,ZLXY,ZLXY,ZHCC,,,,,"(CHG-CES2106-ZBAD0200-ZLXY-DOF/250801
-16/ZLXY0123 ZHCC)"
2025-08-01_CHH7898_ZLXY_ZWWW,2025-08-01 07:48:09,FPL,CHH7898,,A21N,,B32LY,,ZLXY,ZWWW,,,,,,,"(FPL-CHH7898-IS
-A21N/M-SDE1E2E3FGHIM1RWYZ/LB1
-ZLXY0340
-M078S0980 TEBIB W541 OVKAB W94 XFG W213 APESU W197 ANDIM 
B215 IBANO G470 QTV W99 FKG B215 WUR
-ZWWW0303 ZWTL ZWQT
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250801 REG/B32LY EET/ZWUQ0200
 SEL/2759 
CODE/78224D OPR/HAINAN AIRLINES RMK/ACAS II)"
2025-08-01_CES2270_ZGSZ_ZLXY,2025-08-01 08:26:44,FPL,CES2270,,A21N,,B32N1,,ZGSZ,ZLXY,,,,,,,"(FPL-CES2270-IS
-A21N/M-SDE1E2E3FGHIM1RWY/LB1
-ZGSZ0445
-K0863S0920 MIPAG W21 NUSLA W22 TEPID W24 OSNOV G586 QP B330 
SJG/K0863S0890 W102 SHX
-ZLXY0217 ZHCC
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250801 REG/B32N1 EET/ZHWH0120
 ZLHW0141 
SEL/KMHQ CODE/7822C7 RMK/TCAS II CAT II APPROVED)"
2025-08-01_CES2796_ZLXY_ZSNJ,2025-08-01 08:35:48,CHG,CES2796,,,,,,ZLXY,ZSNJ,ZSNJ,ZSOF,,,,,"(CHG-CES2796-ZLXY0250-ZSNJ-DOF/250801
-16/ZSNJ0127 ZSOF)"
2025-08-01_CES2245_ZLXY_ZYHB,2025-08-01 08:44:03,FPL,CES2245,,A21N,,B32N1,,ZLXY,ZYHB,,,,,,,"(FPL-CES2245-IS
-A21N/M-SDE1E2E3FGHIM1RWY/LB1
-ZLXY0915
-K0863S0950 WJC G212 TUTNA/K0872S1010 G212 BELAX/K0859S0950 G212 
SOTMU/K0861S0920 B339 HUR/K0859S0950 B334 TGO G212 RUSBO W203 
PIGAM
-ZYHB0229 ZYCC
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250801 REG/B32N1 EET/ZBPE0027
 ZYSH0132 
SEL/KMHQ CODE/7822C7 RMK/TCAS II CAT II APPROVED)"
2025-08-01_TBA6012_ZPDL_ZLXY,2025-08-01 08:52:15,FPL,TBA6012,,A19N,,B32FF,,ZPDL,ZLXY,,,,,,,"(FPL-TBA6012-IS
-A19N/M-SDE1E2E3GHIM1RWY/LB2
-ZPDL0420
-K0780S1010 CEH W162 KAKMI W144 IGNAK W179 WFX W81 NSH
-ZLXY0202 ZHCC ZBYC
-PBN/B1C1D1L1O2S2T1 NAV/ABAS REG/B32FF
 EET/ZLHW0120 SEL/AQKL  CODE/781FD5
 RMK/ACASII AND CATII )"
2025-08-01_TBA6012_ZPDL_ZLXY,2025-08-01 08:52:22,FPL,TBA6012,,A19N,,B32FF,,ZPDL,ZLXY,,,,,,,"(FPL-TBA6012-IS
-A19N/M-SDE1E2E3GHIM1RWY/LB2
-ZPDL0420
-K0780S1010 CEH W162 KAKMI W144 IGNAK W179 WFX W81 NSH
-ZLXY0202 ZHCC ZBYC
-PBN/B1C1D1L1O2S2T1 NAV/ABAS REG/B32FF EET/ZLHW0120 SEL/AQKL
 CODE/781FD5 
RMK/ACASII AND CATII)"
2025-08-01_CSN3219_ZGGG_ZLXY,2025-08-01 09:18:24,FPL,CSN3219,,A21N,,B32MC,,ZGGG,ZLXY,,,,,,,"(FPL-CSN3219-IS
-A21N/M-SDE2E3FGHIJ3J5LM1OP2RVWYZ/LB1D1
-ZGGG0410
-K0868S0840 AGVIL W24 OSNOV G586 QP B330 SJG/K0870S0810 W102 
BIGVI/K0862S0890 W102 SHX
-ZLXY0201 ZHNY
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250801 REG/B32MC EET/ZHWH0108 
ZLHW0129 SEL/LQES CODE/782264 PER/C RMK/ACASII)"
2025-08-01_CES2270_ZGSZ_ZLXY,2025-08-01 09:22:02,CHG,CES2270,,,,,B32N1,ZGSZ,ZLXY,,,,,,,"(CHG-CES2270-ZGSZ0445-ZLXY-DOF/250801
-18/PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250801 REG/B32N1 EET/ZHWH0119
 ZLHW0140 
SEL/KMHQ CODE/7822C7 TALT/ZGSD RMK/TCAS II CAT II APPROVED)"
2025-08-01_CES2203_ZLXY_ZWSH,2025-08-01 09:28:10,FPL,CES2203,,A21N,,B32LT,,ZLXY,ZWSH,,,,,,,"(FPL-CES2203-IS
-A21N/M-SDE1E2E3FGHIM1RWY/LB1
-ZLXY0545
-K0876S1040 TEBIB W541 OVKAB W94 XFG W213 APESU W197 ANDIM B215 
TODOD W112 TUSLI W187 SADAN W186 PAMLI/K0870S0840 W186 
AKS W176 PUBUR/K0900S0720 W176 KHG
-ZWSH0407 ZWKC
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250801 REG/B32LT EET/ZWUQ0214
 SEL/FMBL 
CODE/782242 RMK/TCAS II CAT II APPROVED)"
2025-08-01_CSN3219_ZGGG_ZLXY,2025-08-01 11:26:23,CHG,CSN3219,,,,,B30FW,ZGGG,ZLXY,,,,0411,"K0865S0840 AGVIL  W24 OSNOV G586 QP B330 SJG/K0870S0810 W102 BIGVI/K0860S0890 W102  SHX",,"(CHG-CSN3219-ZGGG0410-ZLXY-DOF/250801
-10/SADE2E3FGHIJ3J5LM1OP2RVWYZ/LB1D1
-13/ZGGG0411
-15/K0865S0840 AGVIL 
W24 OSNOV G586 QP B330 SJG/K0870S0810 W102 BIGVI/K0860S0890 W102 
SHX
-18/PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250801 REG/B30FW
 EET/ZHWH0108 
ZLHW0129 SEL/ERGQ CODE/78198E PER/C RMK/ACASII)"
2025-08-01_TBA9963_ZLXY_ZSNT,2025-08-01 12:11:44,FPL,TBA9963,,A19N,,B32FF,,ZLXY,ZSNT,,,,,,,"(FPL-TBA9963-IS
-A19N/M-SDE1E2E3GHIM1RWY/LB2
-ZLXY0750
-K0780S0950 P17 H131 P62 H11 ML W118 REVKU H48 FYG B208 HFE R343
 OLRIS G345 UNTAN G330 PIKAS W109 NTG
-ZSNT0210 ZSLY ZSHC
-PBN/B1C1D1L1O2S2T1 NAV/ABAS REG/B32FF
 EET/ZHWH0030 ZSHA0105 SEL/AQKL  CODE/781FD5
 RMK/ACASII AND CATII )"
2025-08-01_TBA9963_ZLXY_ZSNT,2025-08-01 12:11:52,FPL,TBA9963,,A19N,,B32FF,,ZLXY,ZSNT,,,,,,,"(FPL-TBA9963-IS
-A19N/M-SDE1E2E3GHIM1RWY/LB2
-ZLXY0750
-K0780S0950 P17 H131 P62 H11 ML W118 REVKU H48 FYG B208 HFE R343 
OLRIS G345 UNTAN G330 PIKAS W109 NTG
-ZSNT0210 ZSLY ZSHC
-PBN/B1C1D1L1O2S2T1 NAV/ABAS REG/B32FF EET/ZHWH0030 ZSHA0105
 SEL/AQKL 
CODE/781FD5 RMK/ACASII AND CATII)"
2025-08-01_CYZ9033_ZLXY_ZSNJ,2025-08-01 12:27:47,CHG,CYZ9033,,,,,B5305,ZLXY,ZSNJ,,,,0700,,,"(CHG-CYZ9033-ZLXY0400-ZSNJ-DOF/250801
-13/ZLXY0700
-18/PBN/B2B3B4B5C1D1O1S2 NAV/ABAS DOF/250801 REG/B5305 EET/ZHWH0026
 ZSHA0104 SEL/BKDJ CODE/7802E7 OPR/CHINA POSTAL RMK/TCAS EQUIPPED)"
2025-08-01_CYZ9033_ZLXY_ZSNJ,2025-08-01 12:27:57,CHG,CYZ9033,,,,,B5305,ZLXY,ZSNJ,,,,0700,,,"(CHG-CYZ9033-ZLXY0400-ZSNJ-DOF/250801
-13/ZLXY0700
-18/PBN/B2B3B4B5C1D1O1S2 NAV/ABAS DOF/250801 REG/B5305 EET/ZHWH0026
 ZSHA0104 
SEL/BKDJ CODE/7802E7 OPR/CHINA POSTAL RMK/TCAS EQUIPPED)"
2025-08-01_CDC8938_UTSS_ZLXY,2025-08-01 12:57:30,FPL,CDC8938,,A319,,B303T,,UTSS,ZLXY,,,,,,,"(FPL-CDC8938-IN
-A319/M-SDE1FGHIM3RWY/LB2
-UTSS0835
-N0452F330 TITAR Y92 ILGOZ L141 TISIB L143 RUDEK B351 BALVU L147 
KAMUD/K0833S1010 W186 SADAN W187 TUSLI W112 VIKUP W191 DNC W565 
BIGUX W214 HO
-ZLXY0422 ZHCC
-PBN/A1B1C1D1L1O1S2 DOF/250801 REG/B303T EET/UTTR0009 UCFO0032
 UCFM0044 
ZWUQ0119 ZLHW0234 SEL/DRBH CODE/78156D OPR/ZHEJIANGLOONGAIR RMK/CAT 
II TCAS AOC TEL 057182352500 OR 057181689590)"
2025-08-01_CHH7897_ZWWW_ZLXY,2025-08-01 13:48:25,FPL,CHH7897,,A21N,,B32LY,,ZWWW,ZLXY,,,,,,,"(FPL-CHH7897-IS
-A21N/M-SDE1E2E3FGHIM1RWYZ/LB1
-ZWWW0855
-M078S1070 WUR X54 ESDEX W191 DNC W565 BIGUX W214 HO
-ZLXY0249 ZLLL ZLIC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250801 REG/B32LY EET/ZLHW0052
 SEL/2759 
CODE/78224D OPR/HAINAN AIRLINES RMK/ACAS II)"
2025-08-01_CES2368_ZLDH_ZLXY,2025-08-01 13:52:22,CHG,CES2368,,,,,B6616,ZLDH,ZLXY,,,,,,,"(CHG-CES2368-ZLDH0745-ZLXY-DOF/250801
-18/PBN/A1B1C1D1L1O1S2 SUR/260 DOF/250801 REG/B6616 SEL/BEAS
 CODE/7805D8 
TALT/ZLJQ RMK/TCAS II CAT II APPROVED)"
2025-08-01_CXA8228_ZLXY_ZSAM,2025-08-01 14:01:28,FPL,CXA8228,,A21N,,B32F2,,ZLXY,ZSAM,,,,,,,"(FPL-CXA8228-IS
-A21N/M-SDE1E2E3FGHIM3RWYZ/LB1
-ZLXY0855
-K0850S1040 P241 H132 P234/K0850S1070 H36 SNF W269
 OLPOV B213 WHA R343 SAGUD W50 XSH W105 PEXEK H18
 QO
-ZSAM0217 ZSFZ ZSWZ
-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DOF/250801 REG/B32F2
 EET/ZHWH0030 ZSHA0125 SEL/BJLM CODE/781FB6
 OPR/CXA RMK/ACAS II LVTO)"
2025-08-01_CXA8228_ZLXY_ZSAM,2025-08-01 14:01:39,FPL,CXA8228,,A21N,,B32F2,,ZLXY,ZSAM,,,,,,,"(FPL-CXA8228-IS
-A21N/M-SDE1E2E3FGHIM3RWYZ/LB1
-ZLXY0855
-K0850S1040 P241 H132 P234/K0850S1070 H36 SNF W269 
OLPOV B213 WHA R343 SAGUD W50 XSH W105 PEXEK H18 
QO
-ZSAM0217 ZSFZ ZSWZ
-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DOF/250801 REG/B32F2 EET/ZHWH0030
 ZSHA0125 
SEL/BJLM CODE/781FB6 OPR/CXA RMK/ACAS II LVTO)"
2025-08-01_CES2435_ZLXY_ZWKL,2025-08-01 14:06:12,CHG,CES2435,,,,,,ZLXY,ZWKL,ZWKL,ZWWW,,,,,"(CHG-CES2435-ZLXY0855-ZWKL-DOF/250801
-16/ZWKL0308 ZWWW)"
2025-08-01_CES6284_ZWTC_ZLXY,2025-08-01 14:07:27,CHG,CES6284,,,,,,ZWTC,ZLXY,ZLXY,ZHCC,,,,,"(CHG-CES6284-ZWTC0820-ZLXY-DOF/250801
-16/ZLXY0304 ZHCC)"
2025-08-01_CES2223_ZLXY_ZSHC,2025-08-01 14:09:36,CHG,CES2223,,,,,,ZLXY,ZSHC,ZSHC,ZSWZ,,,,,"(CHG-CES2223-ZLXY0810-ZSHC-DOF/250801
-16/ZSHC0141 ZSWZ)"
2025-08-01_CES2265_ZLXY_ZGHA,2025-08-01 14:12:22,CHG,CES2265,,,,,,ZLXY,ZGHA,ZGHA,ZSCN,,,,,"(CHG-CES2265-ZLXY0815-ZGHA-DOF/250801
-16/ZGHA0125 ZSCN)"
2025-08-01_CES2204_ZWSH_ZLXY,2025-08-01 14:13:47,FPL,CES2204,,A21N,,B32LT,,ZWSH,ZLXY,,,,,,,"(FPL-CES2204-IS
-A21N/M-SDE1E2E3FGHIM1RWY/LB1
-ZWSH1255
-K0851S0890 KHG W176 MAGIV W187 KANPI/K0872S1010 W187 TUSLI W112 
VIKUP W191 DNC W565 BIGUX W214 HO
-ZLXY0341 ZHCC
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250801 REG/B32LT EET/ZLHW0134
 SEL/FMBL 
CODE/782242 RMK/TCAS II CAT II APPROVED)"
2025-08-01_CES2115_ZLXY_ZBAD,2025-08-01 14:15:19,CHG,CES2115,,,,,,ZLXY,ZBAD,ZBAD,ZBAA,ZSJN,,,,"(CHG-CES2115-ZLXY0900-ZBAD-DOF/250801
-16/ZBAD0123 ZBAA ZSJN)"
2025-08-01_CES2808_ZLXY_ZSNJ,2025-08-01 14:16:36,CHG,CES2808,,,,,,ZLXY,ZSNJ,ZSNJ,ZSHC,ZSCG,,,,"(CHG-CES2808-ZLXY0815-ZSNJ-DOF/250801
-16/ZSNJ0129 ZSHC ZSCG)"
2025-08-01_CMS571_UGTB_ZLXY,2025-08-01 14:19:58,DLA,CMS571,,,,,,UGTB,ZLXY,,,,0620,,,(DLA-CMS571-UGTB0620-ZLXY-DOF/250801)
2025-08-01_CPA947_ZLXY_VHHH,2025-08-01 14:21:15,CHG,CPA947,,,,,,ZLXY,VHHH,VHHH,ZGSZ,,,,,"(CHG-CPA947-ZLXY0750-VHHH-DOF/250801
-16/VHHH0229 ZGSZ)"
2025-08-01_CES851_ZLXY_ZSNJ,2025-08-01 14:22:42,CHG,CES851,,,,,,ZLXY,ZSNJ,ZSNJ,ZSHC,,,,,"(CHG-CES851-ZLXY0925-ZSNJ-DOF/250801
-16/ZSNJ0130 ZSHC)"
2025-08-01_CCA8116_ZLXY_ZBHH,2025-08-01 14:25:51,FPL,CCA8116,,AJ27,,B605U,,ZLXY,ZBHH,,,,,,,"(FPL-CCA8116-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZLXY1030
-K0856S0890 WJC W193 ALGOV W101 VALNI
-ZBHH0118 ZBSJ
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250801 REG/B605U EET/ZBPE0040 
SEL/HSJM CODE/781923 RMK/TCAS)"
2025-08-01_CES2895_ZSNJ_ZLXY,2025-08-01 14:28:39,CHG,CES2895,,,,,,ZSNJ,ZLXY,ZLXY,ZHLY,,,,,"(CHG-CES2895-ZSNJ0900-ZLXY-DOF/250801
-16/ZLXY0141 ZHLY)"
2025-08-01_CDC8154_ZWSH_ZLXY,2025-08-01 14:32:55,FPL,CDC8154,,A21N,,B325K,,ZWSH,ZLXY,,,,,,,"(FPL-CDC8154-IS
-A21N/M-SDE1FGHIM3RWY/LB2
-ZWSH0910
-K0848S0950 KHG W176 MAGIV W187 TUSLI W112 VIKUP W191 DNC W565 BIGUX
 
W214 HO
-ZLXY0331 ZHCC
-PBN/A1B1C1D1L1O1S2 DOF/250801 REG/B325K EET/ZLHW0140 SEL/GJFS
 CODE/781C31 
OPR/ZHEJIANGLOONGAIR RALT/ZLDH ZWTL ZLXY RMK/HUD I CAT II ACAS II 
AOC TEL 057182352500 OR 057181689590)"
2025-08-01_CES2174_ZYHB_ZLXY,2025-08-01 14:36:57,CHG,CES2174,,,,,,ZYHB,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2174-ZYHB0930-ZLXY-DOF/250801
-16/ZLXY0258 ZLYL)"
2025-08-01_CES2433_ZLXY_ZGSZ,2025-08-01 14:37:40,CHG,CES2433,,,,,,ZLXY,ZGSZ,ZGSZ,ZGSD,,,,,"(CHG-CES2433-ZLXY0935-ZGSZ-DOF/250801
-16/ZGSZ0216 ZGSD)"
2025-08-01_CES2156_ZLXY_ZLXN,2025-08-01 14:41:37,CHG,CES2156,,,,,,ZLXY,ZLXN,ZLXN,ZLXY,,,,,"(CHG-CES2156-ZLXY0905-ZLXN-DOF/250801
-16/ZLXN0107 ZLXY)"
2025-08-01_CES9960_ZLXN_ZLXY,2025-08-01 14:48:48,CHG,CES9960,,,,,,ZLXN,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES9960-ZLXN0935-ZLXY-DOF/250801
-16/ZLXY0102 ZLYL)"
2025-08-01_CES2202_ZSQD_ZLXY,2025-08-01 14:53:52,CHG,CES2202,,,,,,ZSQD,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2202-ZSQD0945-ZLXY-DOF/250801
-16/ZLXY0136 ZLYL)"
2025-08-01_CSN3212_ZLXY_ZGGG,2025-08-01 14:56:05,DLA,CSN3212,,,,,,ZLXY,ZGGG,,,,0930,,,(DLA-CSN3212-ZLXY0930-ZGGG-DOF/250801)
2025-08-01_CES2386_ZWTN_ZLXY,2025-08-01 15:00:52,CHG,CES2386,,,,,,ZWTN,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2386-ZWTN0910-ZLXY-DOF/250801
-16/ZLXY0317 ZLYL)"
2025-08-01_CES6296_ZLXY_ZSPD,2025-08-01 15:06:54,CHG,CES6296,,,,,B6461,ZLXY,ZSPD,ZSPD,ZSHC,,,,,"(CHG-CES6296-ZLXY1000-ZSPD-DOF/250801
-16/ZSPD0151 ZSHC
-18/PBN/A1B1C1D1L1O1S2 SUR/260B RSP180 DOF/250801 REG/B6461
 EET/ZHWH0020 
ZSHA0055 SEL/CMFK CODE/780CA8 RMK/TCAS II)"
2025-08-01_CES2709_ZSWX_ZLXY,2025-08-01 15:06:55,CHG,CES2709,,,,,B6879,ZSWX,ZLXY,ZLXY,ZHCC,,,,,"(CHG-CES2709-ZSWX0905-ZLXY-DOF/250801
-16/ZLXY0145 ZHCC
-18/PBN/A1B1C1D1L1O1S2 SUR/260 DOF/250801 REG/B6879 EET/ZHWH0041
 ZLHW0119 
SEL/FQJL CODE/78084E RMK/TCAS II CAT II APPROVED)"
2025-08-01_CES2275_ZLXY_ZLYL,2025-08-01 15:12:41,CHG,CES2275,,,,,,ZLXY,ZLYL,ZLYL,ZBYN,,,,,"(CHG-CES2275-ZLXY1000-ZLYL-DOF/250801
-16/ZLYL0045 ZBYN)"
2025-08-01_CES6179_ZLXY_ZSQZ,2025-08-01 15:19:50,CHG,CES6179,,,,,,ZLXY,ZSQZ,ZSQZ,ZGOW,,,,,"(CHG-CES6179-ZLXY1015-ZSQZ-DOF/250801
-16/ZSQZ0217 ZGOW)"
2025-08-01_CES9905_ZLXY_ZSAM,2025-08-01 15:19:52,CHG,CES9905,,,,,,ZLXY,ZSAM,ZSAM,ZSCN,,,,,"(CHG-CES9905-ZLXY1005-ZSAM-DOF/250801
-16/ZSAM0216 ZSCN)"
2025-08-01_CES5561_ZLXY_ZSSH,2025-08-01 15:27:03,CHG,CES5561,,,,,,ZLXY,ZSSH,ZSSH,ZHCC,,,,,"(CHG-CES5561-ZLXY0955-ZSSH-DOF/250801
-16/ZSSH0129 ZHCC)"
2025-08-01_CCA8113_ZBHH_ZLXY,2025-08-01 15:30:08,FPL,CCA8113,,AJ27,,B653L,,ZBHH,ZLXY,,,,,,,"(FPL-CCA8113-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZBHH1120
-K0847S0920 IBARO W47 LOVRA
-ZLXY0117 ZHCC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250801 REG/B653L EET/ZLHW0035 
SEL/MRGP CODE/781EC4 RMK/TCAS)"
2025-08-01_CES2379_ZLXY_ZSHC,2025-08-01 15:30:14,CHG,CES2379,,,,,,ZLXY,ZSHC,ZSHC,ZSPD,,,,,"(CHG-CES2379-ZLXY0925-ZSHC-DOF/250801
-16/ZSHC0146 ZSPD)"
2025-08-01_CSZ9207_ZGSZ_ZLXY,2025-08-01 15:33:47,DLA,CSZ9207,,,,,,ZGSZ,ZLXY,,,,1045,,,(DLA-CSZ9207-ZGSZ1045-ZLXY-DOF/250801)
2025-08-01_CES2166_ZSSS_ZLXY,2025-08-01 15:35:09,CHG,CES2166,,,,,,ZSSS,ZLXY,ZLXY,ZHCC,,,,,"(CHG-CES2166-ZSSS1000-ZLXY-DOF/250801
-16/ZLXY0155 ZHCC)"
